date,,0
2015-03-29,09-3,173784.72280000002
2015-03-29,06-6,169328.70426666667
2015-03-29,06-5,169328.70426666667
2015-03-29,07-4,169328.70426666667
2015-03-29,06-2,125659.72264
2015-03-29,06-3,125659.72264
2015-03-29,03-1,125659.72264
2015-03-29,09-4,125659.72264
2015-03-29,09-5,125659.72264
2015-03-30,09-1,133680.556
2015-03-30,09-2,133680.556
2015-03-30,09-3,133680.556
2015-03-30,06-6,129224.53746666668
2015-03-30,06-5,129224.53746666668
2015-03-30,07-4,129224.53746666668
2015-03-30,06-2,96250.00032000002
2015-03-30,06-3,96250.00032000002
2015-03-30,03-1,96250.00032000002
2015-03-30,09-4,96250.00032000002
2015-03-30,09-5,96250.00032000002
2015-03-31,09-1,169328.70426666667
2015-03-31,09-2,169328.70426666667
2015-03-31,09-3,169328.70426666667
2015-03-31,06-6,160416.66720000003
2015-03-31,06-5,160416.66720000003
2015-03-31,07-4,160416.66720000003
2015-03-31,06-2,120312.50040000002
2015-03-31,06-3,120312.50040000002
2015-03-31,03-1,120312.50040000002
2015-03-31,09-4,120312.50040000002
2015-03-31,09-5,120312.50040000002
2015-04-01,09-1,155960.64866666668
2015-04-01,09-2,155960.64866666668
2015-04-01,09-3,155960.64866666668
2015-04-01,06-6,147048.6116
2015-04-01,06-5,147048.6116
2015-04-01,07-4,147048.6116
2015-04-01,06-2,109618.05592
2015-04-01,06-3,109618.05592
2015-04-01,03-1,109618.05592
2015-04-01,09-4,109618.05592
2015-04-01,09-5,109618.05592
2015-04-02,09-1,164872.68573333335
2015-04-02,09-2,164872.68573333335
2015-04-02,09-3,164872.68573333335
2015-04-02,06-6,160416.66720000003
2015-04-02,06-5,160416.66720000003
2015-04-02,07-4,160416.66720000003
2015-04-02,06-2,120312.50040000002
2015-04-02,06-3,120312.50040000002
2015-04-02,03-1,120312.50040000002
2015-04-02,09-4,120312.50040000002
2015-04-02,09-5,120312.50040000002
2015-04-03,09-1,160416.66720000003
2015-04-03,09-2,160416.66720000003
2015-04-03,09-3,160416.66720000003
2015-04-03,06-6,155960.64866666668
2015-04-03,06-5,155960.64866666668
2015-04-03,07-4,155960.64866666668
2015-04-03,06-2,114965.27816000002
2015-04-03,06-3,114965.27816000002
2015-04-03,03-1,114965.27816000002
2015-04-03,09-4,114965.27816000002
2015-04-03,09-5,114965.27816000002
2015-04-04,09-1,173784.72280000002
2015-04-04,09-2,173784.72280000002
2015-04-04,09-3,173784.72280000002
2015-04-04,06-6,164872.68573333335
2015-04-04,06-5,164872.68573333335
2015-04-04,07-4,164872.68573333335
2015-04-04,06-2,122986.11152
2015-04-04,06-3,122986.11152
2015-04-04,03-1,122986.11152
2015-04-04,09-4,122986.11152
2015-04-04,09-5,122986.11152
2015-04-05,09-1,147048.6116
2015-04-05,09-2,147048.6116
2015-04-05,09-3,147048.6116
2015-04-05,06-6,142592.59306666668
2015-04-05,06-5,142592.59306666668
2015-04-05,07-4,142592.59306666668
2015-04-05,06-2,106944.44480000001
2015-04-05,06-3,106944.44480000001
2015-04-05,03-1,106944.44480000001
2015-04-05,09-4,106944.44480000001
2015-04-05,09-5,106944.44480000001
2015-04-06,09-1,138136.57453333333
2015-04-06,09-2,138136.57453333333
2015-04-06,09-3,138136.57453333333
2015-04-06,06-6,133680.556
2015-04-06,06-5,133680.556
2015-04-06,07-4,133680.556
2015-04-06,06-2,98923.61144000001
2015-04-06,06-3,98923.61144000001
2015-04-06,03-1,98923.61144000001
2015-04-06,09-4,98923.61144000001
2015-04-06,09-5,98923.61144000001
2015-04-07,09-1,147048.6116
2015-04-07,09-2,147048.6116
2015-04-07,09-3,147048.6116
2015-04-07,06-6,142592.59306666668
2015-04-07,06-5,142592.59306666668
2015-04-07,07-4,142592.59306666668
2015-04-07,06-2,106944.44480000001
2015-04-07,06-3,106944.44480000001
2015-04-07,03-1,106944.44480000001
2015-04-07,09-4,106944.44480000001
2015-04-07,09-5,106944.44480000001
2015-04-26,09-1,169328.70426666667
2015-04-26,09-2,169328.70426666667
2015-04-26,09-3,169328.70426666667
2015-04-26,06-6,164872.68573333335
2015-04-26,06-5,164872.68573333335
2015-04-26,07-4,164872.68573333335
2015-04-26,06-2,122986.11152
2015-04-26,06-3,122986.11152
2015-04-26,03-1,122986.11152
2015-04-26,09-4,122986.11152
2015-04-26,09-5,122986.11152
2015-04-27,09-1,173784.72280000002
2015-04-27,09-2,173784.72280000002
2015-04-27,09-3,173784.72280000002
2015-04-27,06-6,164872.68573333335
2015-04-27,06-5,164872.68573333335
2015-04-27,07-4,164872.68573333335
2015-04-27,06-2,122986.11152
2015-04-27,06-3,122986.11152
2015-04-27,03-1,122986.11152
2015-04-27,09-4,122986.11152
2015-04-27,09-5,122986.11152
2015-04-28,09-1,262905.0934666667
2015-04-28,09-2,262905.0934666667
2015-04-28,09-3,262905.0934666667
2015-04-28,06-6,253993.05640000003
2015-04-28,06-5,253993.05640000003
2015-04-28,07-4,253993.05640000003
2015-04-28,06-2,189826.38952000003
2015-04-28,06-3,189826.38952000003
2015-04-28,03-1,189826.38952000003
2015-04-28,09-4,189826.38952000003
2015-04-28,09-5,189826.38952000003
2015-04-29,09-1,213888.8896
2015-04-29,09-2,213888.8896
2015-04-29,09-3,213888.8896
2015-04-29,06-6,204976.85253333335
2015-04-29,06-5,204976.85253333335
2015-04-29,07-4,204976.85253333335
2015-04-29,06-2,152395.83384000004
2015-04-29,06-3,152395.83384000004
2015-04-29,03-1,152395.83384000004
2015-04-29,09-4,152395.83384000004
2015-04-29,09-5,152395.83384000004
2015-04-30,09-1,231712.96373333337
2015-04-30,09-2,231712.96373333337
2015-04-30,09-3,231712.96373333337
2015-04-30,06-6,222800.92666666667
2015-04-30,06-5,222800.92666666667
2015-04-30,07-4,222800.92666666667
2015-04-30,06-2,165763.88944
2015-04-30,06-3,165763.88944
2015-04-30,03-1,165763.88944
2015-04-30,09-4,165763.88944
2015-04-30,09-5,165763.88944
2015-05-01,09-1,262905.0934666667
2015-05-01,09-2,262905.0934666667
2015-05-01,09-3,262905.0934666667
2015-05-01,06-6,249537.03786666668
2015-05-01,06-5,249537.03786666668
2015-05-01,07-4,249537.03786666668
2015-05-01,06-2,187152.7784
2015-05-01,06-3,187152.7784
2015-05-01,03-1,187152.7784
2015-05-01,09-4,187152.7784
2015-05-01,09-5,187152.7784
2015-05-02,09-1,240625.00080000004
2015-05-02,09-2,240625.00080000004
2015-05-02,09-3,240625.00080000004
2015-05-02,06-6,231712.96373333337
2015-05-02,06-5,231712.96373333337
2015-05-02,07-4,231712.96373333337
2015-05-02,06-2,171111.11168000003
2015-05-02,06-3,171111.11168000003
2015-05-02,03-1,171111.11168000003
2015-05-02,09-4,171111.11168000003
2015-05-02,09-5,171111.11168000003
2015-05-03,09-1,262905.0934666667
2015-05-03,09-2,262905.0934666667
2015-05-03,09-3,262905.0934666667
2015-05-03,06-6,253993.05640000003
2015-05-03,06-5,253993.05640000003
2015-05-03,07-4,253993.05640000003
2015-05-03,06-2,189826.38952000003
2015-05-03,06-3,189826.38952000003
2015-05-03,03-1,189826.38952000003
2015-05-03,09-4,189826.38952000003
2015-05-03,09-5,189826.38952000003
2015-05-04,09-1,258449.07493333335
2015-05-04,09-2,258449.07493333335
2015-05-04,09-3,258449.07493333335
2015-05-04,06-6,245081.01933333336
2015-05-04,06-5,245081.01933333336
2015-05-04,07-4,245081.01933333336
2015-05-04,06-2,184479.16728000002
2015-05-04,06-3,184479.16728000002
2015-05-04,03-1,184479.16728000002
2015-05-04,09-4,184479.16728000002
2015-05-04,09-5,184479.16728000002
2015-05-05,09-1,271817.13053333334
2015-05-05,09-2,271817.13053333334
2015-05-05,09-3,271817.13053333334
2015-05-05,06-6,258449.07493333335
2015-05-05,06-5,258449.07493333335
2015-05-05,07-4,258449.07493333335
2015-05-05,06-2,192500.00064000004
2015-05-05,06-3,192500.00064000004
2015-05-05,03-1,192500.00064000004
2015-05-05,09-4,192500.00064000004
2015-05-05,09-5,192500.00064000004
2015-05-06,09-1,258449.07493333335
2015-05-06,09-2,258449.07493333335
2015-05-06,09-3,258449.07493333335
2015-05-06,06-6,245081.01933333336
2015-05-06,06-5,245081.01933333336
2015-05-06,07-4,245081.01933333336
2015-05-06,06-2,184479.16728000002
2015-05-06,06-3,184479.16728000002
2015-05-06,03-1,184479.16728000002
2015-05-06,09-4,184479.16728000002
2015-05-06,09-5,184479.16728000002
2015-05-07,09-1,249537.03786666668
2015-05-07,09-2,249537.03786666668
2015-05-07,09-3,249537.03786666668
2015-05-07,06-6,240625.00080000004
2015-05-07,06-5,240625.00080000004
2015-05-07,07-4,240625.00080000004
2015-05-07,06-2,179131.94504000002
2015-05-07,06-3,179131.94504000002
2015-05-07,03-1,179131.94504000002
2015-05-07,09-4,179131.94504000002
2015-05-07,09-5,179131.94504000002
2015-05-08,09-1,209432.87106666667
2015-05-08,09-2,209432.87106666667
2015-05-08,09-3,209432.87106666667
2015-05-08,06-6,200520.83400000003
2015-05-08,06-5,200520.83400000003
2015-05-08,07-4,200520.83400000003
2015-05-08,06-2,149722.22272000002
2015-05-08,06-3,149722.22272000002
2015-05-08,03-1,149722.22272000002
2015-05-08,09-4,149722.22272000002
2015-05-08,09-5,149722.22272000002
2015-05-09,09-1,218344.90813333335
2015-05-09,09-2,218344.90813333335
2015-05-09,09-3,218344.90813333335
2015-05-09,06-6,209432.87106666667
2015-05-09,06-5,209432.87106666667
2015-05-09,07-4,209432.87106666667
2015-05-09,06-2,155069.44496000002
2015-05-09,06-3,155069.44496000002
2015-05-09,03-1,155069.44496000002
2015-05-09,09-4,155069.44496000002
2015-05-09,09-5,155069.44496000002
2015-05-10,09-1,200520.83400000003
2015-05-10,09-2,200520.83400000003
2015-05-10,09-3,200520.83400000003
2015-05-10,06-6,196064.8154666667
2015-05-10,06-5,196064.8154666667
2015-05-10,07-4,196064.8154666667
2015-05-10,06-2,144375.00048000002
2015-05-10,06-3,144375.00048000002
2015-05-10,03-1,144375.00048000002
2015-05-10,09-4,144375.00048000002
2015-05-10,09-5,144375.00048000002
2015-05-11,09-1,169328.70426666667
2015-05-11,09-2,169328.70426666667
2015-05-11,09-3,169328.70426666667
2015-05-11,06-6,169328.70426666667
2015-05-11,06-5,169328.70426666667
2015-05-11,07-4,169328.70426666667
2015-05-11,06-2,122986.11152
2015-05-11,06-3,122986.11152
2015-05-11,03-1,122986.11152
2015-05-11,09-4,122986.11152
2015-05-11,09-5,122986.11152
2015-05-12,09-1,200520.83400000003
2015-05-12,09-2,200520.83400000003
2015-05-12,09-3,200520.83400000003
2015-05-12,06-6,200520.83400000003
2015-05-12,06-5,200520.83400000003
2015-05-12,07-4,200520.83400000003
2015-05-12,06-2,144375.00048000002
2015-05-12,06-3,144375.00048000002
2015-05-12,03-1,144375.00048000002
2015-05-12,09-4,144375.00048000002
2015-05-12,09-5,144375.00048000002
2015-05-13,09-1,187152.77840000004
2015-05-13,09-2,187152.77840000004
2015-05-13,09-3,187152.77840000004
2015-05-13,06-6,182696.75986666666
2015-05-13,06-5,182696.75986666666
2015-05-13,07-4,182696.75986666666
2015-05-13,06-2,133680.556
2015-05-13,06-3,133680.556
2015-05-13,03-1,133680.556
2015-05-13,09-4,133680.556
2015-05-13,09-5,133680.556
2015-05-14,09-1,213888.8896
2015-05-14,09-2,213888.8896
2015-05-14,09-3,213888.8896
2015-05-14,06-6,204976.85253333335
2015-05-14,06-5,204976.85253333335
2015-05-14,07-4,204976.85253333335
2015-05-14,06-2,152395.83384000004
2015-05-14,06-3,152395.83384000004
2015-05-14,03-1,152395.83384000004
2015-05-14,09-4,152395.83384000004
2015-05-14,09-5,152395.83384000004
2015-05-15,09-1,213888.8896
2015-05-15,09-2,213888.8896
2015-05-15,09-3,213888.8896
2015-05-15,06-6,200520.83400000003
2015-05-15,06-5,200520.83400000003
2015-05-15,07-4,200520.83400000003
2015-05-15,06-2,149722.22272000002
2015-05-15,06-3,149722.22272000002
2015-05-15,03-1,149722.22272000002
2015-05-15,09-4,149722.22272000002
2015-05-15,09-5,149722.22272000002
2015-05-16,09-1,196064.8154666667
2015-05-16,09-2,196064.8154666667
2015-05-16,09-3,196064.8154666667
2015-05-16,06-6,196064.8154666667
2015-05-16,06-5,196064.8154666667
2015-05-16,07-4,196064.8154666667
2015-05-16,06-2,141701.38936
2015-05-16,06-3,141701.38936
2015-05-16,03-1,141701.38936
2015-05-16,09-4,141701.38936
2015-05-16,09-5,141701.38936
2015-05-17,09-1,169328.70426666667
2015-05-17,09-2,169328.70426666667
2015-05-17,09-3,169328.70426666667
2015-05-17,06-6,169328.70426666667
2015-05-17,06-5,169328.70426666667
2015-05-17,07-4,169328.70426666667
2015-05-17,06-2,120312.50040000002
2015-05-17,06-3,120312.50040000002
2015-05-17,03-1,120312.50040000002
2015-05-17,09-4,120312.50040000002
2015-05-17,09-5,120312.50040000002
2015-05-18,09-1,164872.68573333335
2015-05-18,09-2,164872.68573333335
2015-05-18,09-3,164872.68573333335
2015-05-18,06-6,173784.72280000002
2015-05-18,06-5,173784.72280000002
2015-05-18,07-4,173784.72280000002
2015-05-18,06-2,120312.50040000002
2015-05-18,06-3,120312.50040000002
2015-05-18,03-1,120312.50040000002
2015-05-18,09-4,120312.50040000002
2015-05-18,09-5,120312.50040000002
2015-05-19,09-1,196064.8154666667
2015-05-19,09-2,196064.8154666667
2015-05-19,09-3,196064.8154666667
2015-05-19,06-6,200520.83400000003
2015-05-19,06-5,200520.83400000003
2015-05-19,07-4,200520.83400000003
2015-05-19,06-2,141701.38936
2015-05-19,06-3,141701.38936
2015-05-19,03-1,141701.38936
2015-05-19,09-4,141701.38936
2015-05-19,09-5,141701.38936
2015-05-20,09-1,182696.75986666666
2015-05-20,09-2,182696.75986666666
2015-05-20,09-3,182696.75986666666
2015-05-20,06-6,182696.75986666666
2015-05-20,06-5,182696.75986666666
2015-05-20,07-4,182696.75986666666
2015-05-20,06-2,131006.94488000001
2015-05-20,06-3,131006.94488000001
2015-05-20,03-1,131006.94488000001
2015-05-20,09-4,131006.94488000001
2015-05-20,09-5,131006.94488000001
2015-05-21,09-1,204976.85253333335
2015-05-21,09-2,204976.85253333335
2015-05-21,09-3,204976.85253333335
2015-05-21,06-6,196064.8154666667
2015-05-21,06-5,196064.8154666667
2015-05-21,07-4,196064.8154666667
2015-05-21,06-2,147048.6116
2015-05-21,06-3,147048.6116
2015-05-21,03-1,147048.6116
2015-05-21,09-4,147048.6116
2015-05-21,09-5,147048.6116
2015-05-22,09-1,231712.96373333337
2015-05-22,09-2,231712.96373333337
2015-05-22,09-3,231712.96373333337
2015-05-22,06-6,222800.92666666667
2015-05-22,06-5,222800.92666666667
2015-05-22,07-4,222800.92666666667
2015-05-22,06-2,165763.88944
2015-05-22,06-3,165763.88944
2015-05-22,03-1,165763.88944
2015-05-22,09-4,165763.88944
2015-05-22,09-5,165763.88944
2015-05-23,09-1,227256.9452
2015-05-23,09-2,227256.9452
2015-05-23,09-3,227256.9452
2015-05-23,06-6,218344.90813333335
2015-05-23,06-5,218344.90813333335
2015-05-23,07-4,218344.90813333335
2015-05-23,06-2,163090.27831999998
2015-05-23,06-3,163090.27831999998
2015-05-23,03-1,163090.27831999998
2015-05-23,09-4,163090.27831999998
2015-05-23,09-5,163090.27831999998
2015-05-24,09-1,218344.90813333335
2015-05-24,09-2,218344.90813333335
2015-05-24,09-3,218344.90813333335
2015-05-24,06-6,209432.87106666667
2015-05-24,06-5,209432.87106666667
2015-05-24,07-4,209432.87106666667
2015-05-24,06-2,157743.05608000004
2015-05-24,06-3,157743.05608000004
2015-05-24,03-1,157743.05608000004
2015-05-24,09-4,157743.05608000004
2015-05-24,09-5,157743.05608000004
2015-05-25,09-1,160416.66720000003
2015-05-25,09-2,160416.66720000003
2015-05-25,09-3,160416.66720000003
2015-05-25,06-6,155960.64866666668
2015-05-25,06-5,155960.64866666668
2015-05-25,07-4,155960.64866666668
2015-05-25,06-2,114965.27816000002
2015-05-25,06-3,114965.27816000002
2015-05-25,03-1,114965.27816000002
2015-05-25,09-4,114965.27816000002
2015-05-25,09-5,114965.27816000002
2015-05-26,09-1,187152.77840000004
2015-05-26,09-2,187152.77840000004
2015-05-26,09-3,187152.77840000004
2015-05-26,06-6,182696.75986666666
2015-05-26,06-5,182696.75986666666
2015-05-26,07-4,182696.75986666666
2015-05-26,06-2,133680.556
2015-05-26,06-3,133680.556
2015-05-26,03-1,133680.556
2015-05-26,09-4,133680.556
2015-05-26,09-5,133680.556
2015-05-27,09-1,178240.74133333334
2015-05-27,09-2,178240.74133333334
2015-05-27,09-3,178240.74133333334
2015-05-27,06-6,173784.72280000002
2015-05-27,06-5,173784.72280000002
2015-05-27,07-4,173784.72280000002
2015-05-27,06-2,128333.33376
2015-05-27,06-3,128333.33376
2015-05-27,03-1,128333.33376
2015-05-27,09-4,128333.33376
2015-05-27,09-5,128333.33376
2015-05-28,09-1,231712.96373333337
2015-05-28,09-2,231712.96373333337
2015-05-28,09-3,231712.96373333337
2015-05-28,06-6,227256.9452
2015-05-28,06-5,227256.9452
2015-05-28,07-4,227256.9452
2015-05-28,06-2,163090.27831999998
2015-05-28,06-3,163090.27831999998
2015-05-28,03-1,163090.27831999998
2015-05-28,09-4,163090.27831999998
2015-05-28,09-5,163090.27831999998
2015-05-29,09-1,227256.9452
2015-05-29,09-2,227256.9452
2015-05-29,09-3,227256.9452
2015-05-29,06-6,218344.90813333335
2015-05-29,06-5,218344.90813333335
2015-05-29,07-4,218344.90813333335
2015-05-29,06-2,176458.33392
