time,period,step,zon,storage_in,ch_in,wells_in,river_in,hd_in,recharge_in,other_zones_in,total_in,stoarge_out,ch_out,wells_out,river_out,hd_out,recharge_out,other_zones_out,total_out,in_out,perecent_error,z1_in,z2_in,z3_in,z4_in,z5_in,z6_in,z7_in,z1_out,z2_out,z3_out,z4_out,z5_out,z6_out,z7_out
0,1,1,1,0.00E+00,0.00E+00,0.00E+00,2.08E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,0.00E+00,0.00E+00,2.63E+05,6.98E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,1.25,0,0.00E+00,1.69E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.51E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.1,2,1,1,6.15E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.36E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-21.30,-0.01,0.00E+00,1.69E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.2,2,2,1,5.36E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.38E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-24.20,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.3,2,3,1,5.25E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.46E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-23.50,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.4,2,4,1,4.66E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.53E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-26.70,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.5,2,5,1,4.58E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.60E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-27.40,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.6,2,6,1,4.51E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.58E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-26.00,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.7,2,7,1,4.45E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.66E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-26.20,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.8,2,8,1,4.46E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.58E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-23.90,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
0.9,2,9,1,4.19E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.55E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-25.00,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
1,2,10,1,4.34E+01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.77E+04,2.95E+05,1.70E+01,0.00E+00,2.63E+05,6.97E+03,0.00E+00,0.00E+00,2.55E+04,2.95E+05,-23.90,-0.01,0.00E+00,1.70E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.60E+04,0.00E+00,9.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
1.1,3,1,1,2.88E+00,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,8.64E+04,2.93E+05,6.64E+03,0.00E+00,2.54E+05,6.98E+03,0.00E+00,0.00E+00,2.57E+04,2.93E+05,-18.40,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.49E+04,0.00E+00,1.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
1.2,3,2,1,2.75E+00,0.00E+00,0.00E+00,2.06E+05,0.00E+00,2.12E+02,8.60E+04,2.92E+05,5.71E+03,0.00E+00,2.54E+05,6.99E+03,0.00E+00,0.00E+00,2.58E+04,2.92E+05,-20.90,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.45E+04,0.00E+00,1.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
1.3,3,3,1,2.13E+00,0.00E+00,0.00E+00,2.06E+05,0.00E+00,2.12E+02,8.57E+04,2.92E+05,4.91E+03,0.00E+00,2.54E+05,6.99E+03,0.00E+00,0.00E+00,2.58E+04,2.92E+05,-22.60,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.41E+04,0.00E+00,1.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
1.4,3,4,1,2.25E+00,0.00E+00,0.00E+00,2.05E+05,0.00E+00,2.12E+02,8.54E+04,2.91E+05,4.25E+03,0.00E+00,2.54E+05,7.00E+03,0.00E+00,0.00E+00,2.59E+04,2.91E+05,-23.30,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.39E+04,0.00E+00,1.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
1.5,3,5,1,2.38E+00,0.00E+00,0.00E+00,2.05E+05,0.00E+00,2.12E+02,8.52E+04,2.91E+05,3.70E+03,0.00E+00,2.54E+05,7.00E+03,0.00E+00,0.00E+00,2.59E+04,2.91E+05,-22.10,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.36E+04,0.00E+00,1.01E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
1.6,3,6,1,2.38E+00,0.00E+00,0.00E+00,2.05E+05,0.00E+00,2.12E+02,8.50E+04,2.90E+05,3.23E+03,0.00E+00,2.54E+05,7.01E+03,0.00E+00,0.00E+00,2.59E+04,2.90E+05,-20.40,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.34E+04,0.00E+00,1.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
1.7,3,7,1,2.88E+00,0.00E+00,0.00E+00,2.05E+05,0.00E+00,2.12E+02,8.48E+04,2.90E+05,2.84E+03,0.00E+00,2.54E+05,7.02E+03,0.00E+00,0.00E+00,2.59E+04,2.90E+05,-15.10,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.33E+04,0.00E+00,1.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
1.8,3,8,1,2.88E+00,0.00E+00,0.00E+00,2.04E+05,0.00E+00,2.12E+02,8.47E+04,2.89E+05,2.52E+03,0.00E+00,2.54E+05,7.02E+03,0.00E+00,0.00E+00,2.58E+04,2.89E+05,-16.60,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.31E+04,0.00E+00,1.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
1.9,3,9,1,2.75E+00,0.00E+00,0.00E+00,2.04E+05,0.00E+00,2.12E+02,8.46E+04,2.89E+05,2.25E+03,0.00E+00,2.54E+05,7.02E+03,0.00E+00,0.00E+00,2.58E+04,2.89E+05,-16.10,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.30E+04,0.00E+00,9.99E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
2,3,10,1,3.13E+00,0.00E+00,0.00E+00,2.04E+05,0.00E+00,2.12E+02,8.45E+04,2.89E+05,2.02E+03,0.00E+00,2.54E+05,7.03E+03,0.00E+00,0.00E+00,2.58E+04,2.89E+05,-16.40,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.29E+04,0.00E+00,9.97E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
2.1,4,1,1,2.00E+00,0.00E+00,0.00E+00,2.02E+05,0.00E+00,2.12E+02,8.14E+04,2.84E+05,1.85E+04,0.00E+00,2.32E+05,7.05E+03,0.00E+00,0.00E+00,2.63E+04,2.84E+05,-28.90,-0.01,0.00E+00,1.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.02E+04,0.00E+00,1.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
2.2,4,2,1,1.50E+00,0.00E+00,0.00E+00,2.01E+05,0.00E+00,2.12E+02,8.04E+04,2.81E+05,1.60E+04,0.00E+00,2.32E+05,7.07E+03,0.00E+00,0.00E+00,2.65E+04,2.81E+05,-28.80,-0.01,0.00E+00,1.22E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.91E+04,0.00E+00,1.15E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
2.3,4,3,1,1.38E+00,0.00E+00,0.00E+00,2.00E+05,0.00E+00,2.12E+02,7.95E+04,2.79E+05,1.38E+04,0.00E+00,2.32E+05,7.09E+03,0.00E+00,0.00E+00,2.66E+04,2.79E+05,-28.50,-0.01,0.00E+00,1.23E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.82E+04,0.00E+00,1.15E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
2.4,4,4,1,1.25E+00,0.00E+00,0.00E+00,1.99E+05,0.00E+00,2.12E+02,7.87E+04,2.77E+05,1.20E+04,0.00E+00,2.32E+05,7.10E+03,0.00E+00,0.00E+00,2.66E+04,2.77E+05,-35.50,-0.01,0.00E+00,1.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.75E+04,0.00E+00,1.15E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+04
2.5,4,5,1,1.38E+00,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,7.81E+04,2.76E+05,1.05E+04,0.00E+00,2.32E+05,7.12E+03,0.00E+00,0.00E+00,2.66E+04,2.76E+05,-36.50,-0.01,0.00E+00,1.24E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.69E+04,0.00E+00,1.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+04
2.6,4,6,1,1.50E+00,0.00E+00,0.00E+00,1.97E+05,0.00E+00,2.12E+02,7.76E+04,2.75E+05,9.29E+03,0.00E+00,2.32E+05,7.14E+03,0.00E+00,0.00E+00,2.66E+04,2.75E+05,-29.70,-0.01,0.00E+00,1.25E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.64E+04,0.00E+00,1.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+04
2.7,4,7,1,1.25E+00,0.00E+00,0.00E+00,1.96E+05,0.00E+00,2.12E+02,7.72E+04,2.74E+05,8.24E+03,0.00E+00,2.32E+05,7.15E+03,0.00E+00,0.00E+00,2.66E+04,2.74E+05,-40.00,-0.01,0.00E+00,1.26E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.59E+04,0.00E+00,1.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+04
2.8,4,8,1,1.38E+00,0.00E+00,0.00E+00,1.96E+05,0.00E+00,2.12E+02,7.69E+04,2.73E+05,7.35E+03,0.00E+00,2.32E+05,7.16E+03,0.00E+00,0.00E+00,2.66E+04,2.73E+05,-34.00,-0.01,0.00E+00,1.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.56E+04,0.00E+00,1.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E+04
2.9,4,9,1,1.38E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.66E+04,2.72E+05,6.60E+03,0.00E+00,2.32E+05,7.17E+03,0.00E+00,0.00E+00,2.66E+04,2.72E+05,-36.10,-0.01,0.00E+00,1.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.53E+04,0.00E+00,1.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
3,4,10,1,1.38E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.63E+04,2.71E+05,5.96E+03,0.00E+00,2.32E+05,7.18E+03,0.00E+00,0.00E+00,2.65E+04,2.71E+05,-34.30,-0.01,0.00E+00,1.28E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.51E+04,0.00E+00,1.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
3.1,5,1,1,8.35E+03,0.00E+00,0.00E+00,1.96E+05,0.00E+00,2.12E+02,7.85E+04,2.83E+05,4.11E+02,0.00E+00,2.50E+05,7.18E+03,0.00E+00,0.00E+00,2.60E+04,2.83E+05,-31.40,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.70E+04,0.00E+00,1.00E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
3.2,5,2,1,6.67E+03,0.00E+00,0.00E+00,1.97E+05,0.00E+00,2.12E+02,7.92E+04,2.83E+05,1.36E+02,0.00E+00,2.50E+05,7.17E+03,0.00E+00,0.00E+00,2.58E+04,2.83E+05,-28.90,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.76E+04,0.00E+00,9.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
3.3,5,3,1,5.39E+03,0.00E+00,0.00E+00,1.97E+05,0.00E+00,2.12E+02,7.97E+04,2.82E+05,3.58E+01,0.00E+00,2.50E+05,7.16E+03,0.00E+00,0.00E+00,2.57E+04,2.82E+05,-33.80,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.81E+04,0.00E+00,9.79E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
3.4,5,4,1,4.39E+03,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,8.01E+04,2.82E+05,7.25E+00,0.00E+00,2.50E+05,7.16E+03,0.00E+00,0.00E+00,2.56E+04,2.82E+05,-36.80,-0.01,0.00E+00,1.57E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.86E+04,0.00E+00,9.79E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
3.5,5,5,1,3.59E+03,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,8.05E+04,2.82E+05,2.75E+00,0.00E+00,2.50E+05,7.15E+03,0.00E+00,0.00E+00,2.56E+04,2.82E+05,-37.40,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.89E+04,0.00E+00,9.81E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
3.6,5,6,1,2.95E+03,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,8.08E+04,2.82E+05,2.75E+00,0.00E+00,2.50E+05,7.14E+03,0.00E+00,0.00E+00,2.55E+04,2.82E+05,-38.70,-0.01,0.00E+00,1.56E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.92E+04,0.00E+00,9.83E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E+04
3.7,5,7,1,2.44E+03,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,8.10E+04,2.82E+05,2.75E+00,0.00E+00,2.50E+05,7.13E+03,0.00E+00,0.00E+00,2.55E+04,2.82E+05,-34.90,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.94E+04,0.00E+00,9.86E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E+04
3.8,5,8,1,2.01E+03,0.00E+00,0.00E+00,1.99E+05,0.00E+00,2.12E+02,8.12E+04,2.82E+05,2.38E+00,0.00E+00,2.50E+05,7.13E+03,0.00E+00,0.00E+00,2.55E+04,2.82E+05,-35.60,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.96E+04,0.00E+00,9.88E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E+04
3.9,5,9,1,1.66E+03,0.00E+00,0.00E+00,1.99E+05,0.00E+00,2.12E+02,8.13E+04,2.82E+05,2.38E+00,0.00E+00,2.50E+05,7.12E+03,0.00E+00,0.00E+00,2.55E+04,2.82E+05,-31.40,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.98E+04,0.00E+00,9.89E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E+04
4,5,10,1,1.38E+03,0.00E+00,0.00E+00,1.99E+05,0.00E+00,2.12E+02,8.15E+04,2.82E+05,3.13E+00,0.00E+00,2.50E+05,7.12E+03,0.00E+00,0.00E+00,2.54E+04,2.82E+05,-29.10,-0.01,0.00E+00,1.55E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.99E+04,0.00E+00,9.91E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E+04
4.1,6,1,1,3.00E+00,0.00E+00,0.00E+00,1.98E+05,0.00E+00,2.12E+02,7.98E+04,2.78E+05,8.86E+03,0.00E+00,2.36E+05,7.13E+03,0.00E+00,0.00E+00,2.57E+04,2.78E+05,-30.10,-0.01,0.00E+00,1.34E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.85E+04,0.00E+00,1.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
4.2,6,2,1,2.13E+00,0.00E+00,0.00E+00,1.97E+05,0.00E+00,2.12E+02,7.93E+04,2.77E+05,7.64E+03,0.00E+00,2.36E+05,7.14E+03,0.00E+00,0.00E+00,2.58E+04,2.77E+05,-27.60,-0.01,0.00E+00,1.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.79E+04,0.00E+00,1.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.3,6,3,1,1.88E+00,0.00E+00,0.00E+00,1.97E+05,0.00E+00,2.12E+02,7.88E+04,2.76E+05,6.60E+03,0.00E+00,2.36E+05,7.15E+03,0.00E+00,0.00E+00,2.59E+04,2.76E+05,-35.10,-0.01,0.00E+00,1.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.75E+04,0.00E+00,1.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.4,6,4,1,1.63E+00,0.00E+00,0.00E+00,1.96E+05,0.00E+00,2.12E+02,7.85E+04,2.75E+05,5.74E+03,0.00E+00,2.36E+05,7.15E+03,0.00E+00,0.00E+00,2.59E+04,2.75E+05,-39.20,-0.01,0.00E+00,1.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.72E+04,0.00E+00,1.09E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.5,6,5,1,1.38E+00,0.00E+00,0.00E+00,1.96E+05,0.00E+00,2.12E+02,7.82E+04,2.74E+05,5.02E+03,0.00E+00,2.36E+05,7.16E+03,0.00E+00,0.00E+00,2.59E+04,2.74E+05,-33.40,-0.01,0.00E+00,1.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.69E+04,0.00E+00,1.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.6,6,6,1,1.75E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.80E+04,2.74E+05,4.42E+03,0.00E+00,2.36E+05,7.17E+03,0.00E+00,0.00E+00,2.59E+04,2.74E+05,-32.60,-0.01,0.00E+00,1.34E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.66E+04,0.00E+00,1.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.7,6,7,1,1.50E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.78E+04,2.73E+05,3.93E+03,0.00E+00,2.36E+05,7.18E+03,0.00E+00,0.00E+00,2.59E+04,2.73E+05,-38.50,-0.01,0.00E+00,1.34E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.64E+04,0.00E+00,1.08E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.8,6,8,1,1.75E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.76E+04,2.73E+05,3.51E+03,0.00E+00,2.36E+05,7.18E+03,0.00E+00,0.00E+00,2.59E+04,2.73E+05,-36.50,-0.01,0.00E+00,1.35E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.63E+04,0.00E+00,1.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
4.9,6,9,1,1.88E+00,0.00E+00,0.00E+00,1.95E+05,0.00E+00,2.12E+02,7.75E+04,2.72E+05,3.16E+03,0.00E+00,2.36E+05,7.19E+03,0.00E+00,0.00E+00,2.59E+04,2.72E+05,-34.80,-0.01,0.00E+00,1.35E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.61E+04,0.00E+00,1.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
5,6,10,1,1.63E+00,0.00E+00,0.00E+00,1.94E+05,0.00E+00,2.12E+02,7.74E+04,2.72E+05,2.86E+03,0.00E+00,2.36E+05,7.19E+03,0.00E+00,0.00E+00,2.59E+04,2.72E+05,-34.80,-0.01,0.00E+00,1.35E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.60E+04,0.00E+00,1.07E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
5.1,7,1,1,1.25E+00,0.00E+00,0.00E+00,1.91E+05,0.00E+00,2.12E+02,7.32E+04,2.65E+05,2.59E+04,0.00E+00,2.05E+05,7.22E+03,0.00E+00,0.00E+00,2.67E+04,2.65E+05,-33.20,-0.01,0.00E+00,8.96E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.23E+04,0.00E+00,1.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
5.2,7,2,1,1.38E+00,0.00E+00,0.00E+00,1.90E+05,0.00E+00,2.12E+02,7.17E+04,2.62E+05,2.24E+04,0.00E+00,2.05E+05,7.25E+03,0.00E+00,0.00E+00,2.69E+04,2.62E+05,-31.10,-0.01,0.00E+00,8.96E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.08E+04,0.00E+00,1.32E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E+04
5.3,7,3,1,1.13E+00,0.00E+00,0.00E+00,1.88E+05,0.00E+00,2.12E+02,7.05E+04,2.59E+05,1.94E+04,0.00E+00,2.05E+05,7.27E+03,0.00E+00,0.00E+00,2.71E+04,2.59E+05,-24.90,-0.01,0.00E+00,9.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.96E+04,0.00E+00,1.32E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
5.4,7,4,1,1.38E+00,0.00E+00,0.00E+00,1.87E+05,0.00E+00,2.12E+02,6.95E+04,2.56E+05,1.69E+04,0.00E+00,2.05E+05,7.30E+03,0.00E+00,0.00E+00,2.72E+04,2.56E+05,-23.10,-0.01,0.00E+00,9.17E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.86E+04,0.00E+00,1.32E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
5.5,7,5,1,1.25E+00,0.00E+00,0.00E+00,1.85E+05,0.00E+00,2.12E+02,6.87E+04,2.54E+05,1.49E+04,0.00E+00,2.05E+05,7.32E+03,0.00E+00,0.00E+00,2.72E+04,2.54E+05,-27.70,-0.01,0.00E+00,9.28E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.78E+04,0.00E+00,1.31E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+04
5.6,7,6,1,1.50E+00,0.00E+00,0.00E+00,1.84E+05,0.00E+00,2.12E+02,6.80E+04,2.53E+05,1.31E+04,0.00E+00,2.05E+05,7.35E+03,0.00E+00,0.00E+00,2.72E+04,2.53E+05,-24.00,-0.01,0.00E+00,9.38E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.71E+04,0.00E+00,1.30E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+04
5.7,7,7,1,1.63E+00,0.00E+00,0.00E+00,1.83E+05,0.00E+00,2.12E+02,6.75E+04,2.51E+05,1.17E+04,0.00E+00,2.05E+05,7.37E+03,0.00E+00,0.00E+00,2.72E+04,2.51E+05,-22.20,-0.01,0.00E+00,9.47E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.65E+04,0.00E+00,1.29E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+04
5.8,7,8,1,1.50E+00,0.00E+00,0.00E+00,1.83E+05,0.00E+00,2.12E+02,6.70E+04,2.50E+05,1.04E+04,0.00E+00,2.05E+05,7.38E+03,0.00E+00,0.00E+00,2.71E+04,2.50E+05,-19.90,-0.01,0.00E+00,9.54E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.61E+04,0.00E+00,1.28E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+04
5.9,7,9,1,1.75E+00,0.00E+00,0.00E+00,1.82E+05,0.00E+00,2.12E+02,6.67E+04,2.49E+05,9.37E+03,0.00E+00,2.05E+05,7.40E+03,0.00E+00,0.00E+00,2.71E+04,2.49E+05,-16.70,-0.01,0.00E+00,9.61E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.57E+04,0.00E+00,1.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
