#
#
# US Geological Survey, Water Resources Data
# retrieved: 2022-05-05 16:26:14 EDT      (sdww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 06478513 JAMES RIVER NR YANKTON SD
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		294960	
#
# Data heading explanations.
# begin_yr_dt ... First complete water year of data of daily mean values for this day.
# end_yr_dt   ... Last complete water year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	06478513	00060	294960	7	11	2014	2021	8	2019	5220	2021	79.4	1980			189	259	1480	4190	4950		
USGS	06478513	00060	294960	7	12	2014	2021	8	2019	5560	2021	74.1	1990			174	242	1620	3860	4700		
USGS	06478513	00060	294960	7	13	2014	2021	8	2019	6040	2021	89.3	2040			173	233	1790	3570	4500		
USGS	06478513	00060	294960	7	14	2014	2021	8	2019	6730	2021	92.2	2190			182	237	1760	3590	4430		
USGS	06478513	00060	294960	7	15	2014	2021	8	2019	7870	2021	81.7	2390			172	230	1740	3630	4520		
USGS	06478513	00060	294960	7	16	2014	2021	8	2019	8850	2021	85.7	2540			161	216	1730	3730	4780		
USGS	06478513	00060	294960	7	17	2014	2021	8	2019	9420	2021	101	2630			168	216	1720	3850	4990		
USGS	06478513	00060	294960	7	18	2014	2021	8	2019	9760	2021	130	2670			158	196	1680	3880	5090		
USGS	06478513	00060	294960	7	19	2014	2021	8	2019	10200	2021	145	2620			164	194	1640	3760	5300		
USGS	06478513	00060	294960	7	20	2014	2021	8	2019	10600	2021	135	2550			160	188	1590	3600	5440		
USGS	06478513	00060	294960	7	21	2014	2021	8	2019	10600	2021	122	2480			146	177	1500	3500	5430		
USGS	06478513	00060	294960	7	22	2014	2021	8	2019	10200	2021	114	2370			128	158	1370	3390	5240		
USGS	06478513	00060	294960	7	23	2014	2021	8	2019	9550	2021	101	2230			122	152	1280	3190	4910		
USGS	06478513	00060	294960	7	24	2014	2021	8	2019	8910	2021	89.8	2090			128	158	1220	2990	4580		
USGS	06478513	00060	294960	7	25	2014	2021	8	2019	8380	2021	75.2	2000			133	165	1160	2910	4400		
USGS	06478513	00060	294960	7	26	2014	2021	8	2019	7980	2021	73.2	1920			130	166	1100	2830	4240		
USGS	06478513	00060	294960	7	27	2014	2021	8	2019	7600	2021	72.6	1850			126	164	1060	2750	4070		
USGS	06478513	00060	294960	7	28	2014	2021	8	2019	7260	2021	65.1	1790			118	158	1030	2680	3920		
USGS	06478513	00060	294960	7	29	2014	2021	8	2019	6990	2021	59.8	1740			115	153	1020	2620	3810		
USGS	06478513	00060	294960	7	30	2014	2021	8	2019	6680	2021	55.5	1680			105	146	1010	2530	3660		
USGS	06478513	00060	294960	7	31	2014	2021	8	2019	6430	2021	56.3	1630			106	148	1020	2440	3530		
USGS	06478513	00060	294960	8	1	2014	2021	8	2019	6270	2021	55.9	1590			94	137	993	2370	3430		
USGS	06478513	00060	294960	8	2	2014	2021	8	2019	6190	2021	56.7	1560			93	133	957	2340	3390		
USGS	06478513	00060	294960	8	3	2014	2021	8	2019	6930	2021	60.9	1630			128	163	918	2280	3480		
USGS	06478513	00060	294960	8	4	2014	2021	8	2019	8310	2021	61.5	1790			170	199	883	2230	3710		
USGS	06478513	00060	294960	8	5	2014	2021	8	2019	9380	2021	66.5	1910			165	198	831	2210	3910		
USGS	06478513	00060	294960	8	6	2014	2021	8	2019	9210	2021	64.6	1890			163	199	835	2200	3860		
USGS	06478513	00060	294960	8	7	2014	2021	8	2019	8800	2021	67.6	1840			166	199	869	2170	3750		
USGS	06478513	00060	294960	8	8	2014	2021	8	2019	8580	2021	76.5	1820			167	194	919	2170	3710		
USGS	06478513	00060	294960	8	9	2014	2021	8	2019	8570	2021	64.7	1810			163	187	889	2180	3720		
USGS	06478513	00060	294960	8	10	2014	2021	8	2019	9100	2021	63.3	1840			145	169	740	2190	3840		
USGS	06478513	00060	294960	8	11	2014	2021	8	2019	9880	2021	59.0	1910			145	176	629	2180	3990		
USGS	06478513	00060	294960	8	12	2014	2021	8	2019	10500	2021	51.7	1980			136	221	562	2140	4080		
USGS	06478513	00060	294960	8	13	2014	2021	8	2019	10700	2021	47.9	2010			131	226	588	2090	4080		
USGS	06478513	00060	294960	8	14	2014	2021	8	2019	11000	2021	43.5	2010			127	210	509	2050	4100		
USGS	06478513	00060	294960	8	15	2014	2021	8	2019	11000	2021	39.2	1970			124	179	455	2020	4060		
USGS	06478513	00060	294960	8	16	2014	2021	8	2019	10800	2021	37.9	1930			134	171	438	1980	3990		
USGS	06478513	00060	294960	8	17	2014	2021	8	2019	10400	2021	35.9	1870			150	180	439	1960	3890		
USGS	06478513	00060	294960	8	18	2014	2021	8	2019	9980	2021	34.5	1820			135	172	473	1930	3780		
USGS	06478513	00060	294960	8	19	2014	2021	8	2019	9620	2021	32.9	1780			139	175	514	1900	3680		
USGS	06478513	00060	294960	8	20	2014	2021	8	2019	9610	2021	32.7	1790			143	181	557	1880	3660		
USGS	06478513	00060	294960	8	21	2014	2021	8	2019	9560	2021	32.9	1800			160	201	587	1870	3630		
USGS	06478513	00060	294960	8	22	2014	2021	8	2019	9330	2021	29.2	1780			180	230	600	1860	3580		
USGS	06478513	00060	294960	8	23	2014	2021	8	2019	8970	2021	30.0	1760			196	278	612	1860	3500		
USGS	06478513	00060	294960	8	24	2014	2021	8	2019	8660	2021	30.5	1720			197	276	625	1850	3420		
USGS	06478513	00060	294960	8	25	2014	2021	8	2019	8430	2021	31.8	1680			186	255	620	1840	3360		
USGS	06478513	00060	294960	8	26	2014	2021	8	2019	8260	2021	32.2	1650			175	237	596	1840	3320		
USGS	06478513	00060	294960	8	27	2014	2021	8	2019	8080	2021	56.6	1620			171	223	570	1840	3270		
USGS	06478513	00060	294960	8	28	2014	2021	8	2019	7960	2021	47.5	1610			160	215	603	1830	3240		
USGS	06478513	00060	294960	8	29	2014	2021	8	2019	8010	2021	44.9	1630			157	220	620	1830	3250		
USGS	06478513	00060	294960	8	30	2014	2021	8	2019	7930	2021	43.8	1600			202	267	545	1810	3210		
USGS	06478513	00060	294960	8	31	2014	2021	8	2019	7800	2021	59.8	1590			301	361	491	1800	3180		
USGS	06478513	00060	294960	9	1	2014	2021	8	2019	7670	2021	79.6	1570			306	364	481	1780	3150		
USGS	06478513	00060	294960	9	2	2014	2021	8	2019	7430	2021	77.7	1530			300	355	475	1770	3100		
USGS	06478513	00060	294960	9	3	2014	2021	8	2019	7280	2021	92.5	1500			289	342	459	1760	3060		
USGS	06478513	00060	294960	9	4	2014	2021	8	2019	7090	2021	87.4	1460			276	329	443	1750	3030		
USGS	06478513	00060	294960	9	5	2014	2021	8	2019	6960	2021	88.4	1450			292	350	447	1740	2990		
USGS	06478513	00060	294960	9	6	2014	2021	8	2019	6750	2021	101	1440			292	370	471	1730	2940		
USGS	06478513	00060	294960	9	7	2014	2021	8	2019	6430	2021	99.4	1400			292	364	493	1720	2870		
USGS	06478513	00060	294960	9	8	2014	2021	8	2019	6140	2021	91.1	1360			290	352	523	1700	2800		
USGS	06478513	00060	294960	9	9	2014	2021	8	2019	5840	2021	80.8	1320			280	334	553	1700	2730		
USGS	06478513	00060	294960	9	10	2014	2021	8	2019	5590	2021	74.9	1300			253	310	599	1680	2660		
USGS	06478513	00060	294960	9	11	2014	2021	8	2019	5910	2021	75.1	1330			226	287	611	1670	2710		
USGS	06478513	00060	294960	9	12	2014	2021	8	2019	9590	2021	79.2	1790			214	273	582	1680	3450		
USGS	06478513	00060	294960	9	13	2014	2021	8	2019	26800	2021	80.3	3930			204	263	546	1680	6880		
USGS	06478513	00060	294960	9	14	2014	2021	8	2019	45300	2021	82.3	6230			192	251	494	1660	10600		
USGS	06478513	00060	294960	9	15	2014	2021	8	2019	43000	2021	76.3	5970			186	243	629	1660	10100		
USGS	06478513	00060	294960	9	16	2014	2021	8	2019	37100	2021	72.0	5510			182	234	700	2820	9930		
USGS	06478513	00060	294960	9	17	2014	2021	8	2019	31500	2021	78.0	4700			182	226	704	2140	8090		
USGS	06478513	00060	294960	9	18	2014	2021	8	2019	27500	2021	67.9	4060			174	215	715	1680	6970		
USGS	06478513	00060	294960	9	19	2014	2021	8	2019	24300	2021	61.5	3600			207	247	508	1630	6300		
USGS	06478513	00060	294960	9	20	2014	2021	8	2019	21700	2021	79.6	3620			194	256	762	2940	7000		
USGS	06478513	00060	294960	9	21	2014	2021	8	2019	19600	2021	70.9	3500			181	237	717	3890	7590		
USGS	06478513	00060	294960	9	22	2014	2021	8	2019	17600	2021	66.1	3260			174	217	714	4030	7350		
USGS	06478513	00060	294960	9	23	2014	2021	8	2019	15500	2021	69.9	3030			182	214	704	4270	7190		
USGS	06478513	00060	294960	9	24	2014	2021	8	2019	13500	2021	76.9	2790			187	218	697	4330	6860		
USGS	06478513	00060	294960	9	25	2014	2021	8	2019	12200	2021	74.1	2590			175	207	710	4080	6340		
USGS	06478513	00060	294960	9	26	2014	2021	8	2019	11100	2021	70.6	2330			163	196	733	3320	5310		
USGS	06478513	00060	294960	9	27	2014	2021	8	2019	10200	2021	69.7	2020			178	209	744	2110	3850		
USGS	06478513	00060	294960	9	28	2014	2021	8	2019	9450	2021	64.6	1820			193	227	739	1610	3220		
USGS	06478513	00060	294960	9	29	2014	2021	8	2019	8770	2021	61.1	1690			199	235	751	1500	3070		
USGS	06478513	00060	294960	9	30	2014	2021	8	2019	8400	2021	64.5	1620			209	245	713	1440	2970		
USGS	06478513	00060	294960	10	1	2014	2022	9	2020	8180	2022	66.3	1500		66	243	246	692	1270	1590	8180	
USGS	06478513	00060	294960	10	2	2014	2022	9	2020	8000	2022	68.3	1480		68	230	240	882	1250	1570	8000	
USGS	06478513	00060	294960	10	3	2014	2022	9	2020	7680	2022	74.2	1490		74	203	225	872	1480	1550	7680	
USGS	06478513	00060	294960	10	4	2014	2022	9	2020	7290	2022	80.9	1430		81	186	224	863	1460	1520	7290	
USGS	06478513	00060	294960	10	5	2014	2022	9	2020	7100	2022	82.9	1390		83	174	225	846	1390	1500	7100	
USGS	06478513	00060	294960	10	6	2014	2022	9	2020	6820	2022	81.9	1350		82	166	243	812	1350	1480	6820	
USGS	06478513	00060	294960	10	7	2014	2022	9	2020	6530	2022	80.7	1320		81	156	264	802	1380	1460	6530	
USGS	06478513	00060	294960	10	8	2014	2022	9	2020	6240	2022	88.5	1290		89	149	279	789	1320	1430	6240	
USGS	06478513	00060	294960	10	9	2014	2022	9	2020	6040	2022	89.7	1250		90	134	276	758	1290	1420	6040	
USGS	06478513	00060	294960	10	10	2014	2022	9	2020	5870	2022	92.3	1370		92	123	267	834	1500	1610	5870	
USGS	06478513	00060	294960	10	11	2014	2022	9	2020	5670	2022	95.9	1580		96	120	263	839	2560	3750	5670	
USGS	06478513	00060	294960	10	12	2014	2022	9	2020	5480	2022	96.2	1570		96	105	247	811	2710	4060	5480	
USGS	06478513	00060	294960	10	13	2014	2022	9	2020	5310	2016	90.0	1510		90	100	238	802	2660	3980	5310	
USGS	06478513	00060	294960	10	14	2014	2022	9	2020	5170	2016	97.5	1410		97	101	230	775	2350	3410	5170	
USGS	06478513	00060	294960	10	15	2014	2022	9	2020	5080	2022	92.7	1280		93	94	213	660	1910	2520	5080	
USGS	06478513	00060	294960	10	16	2014	2022	9	2020	4970	2016	80.6	1190		81	92	193	592	1590	1900	4970	
USGS	06478513	00060	294960	10	17	2014	2022	9	2020	4880	2016	74.9	1140		75	96	197	560	1390	1530	4880	
USGS	06478513	00060	294960	10	18	2014	2021	8	2020	4840	2016	71.1	1250			266	371	835	1280	2010		
USGS	06478513	00060	294960	10	19	2014	2021	8	2020	4820	2016	66.8	1210			263	364	826	1180	1920		
USGS	06478513	00060	294960	10	20	2014	2021	8	2020	4770	2016	65.0	1180			257	357	734	1160	1880		
USGS	06478513	00060	294960	10	21	2014	2021	8	2020	4840	2016	63.8	1170			237	336	648	1180	1930		
USGS	06478513	00060	294960	10	22	2014	2021	8	2020	4910	2016	62.4	1160			224	321	584	1210	1970		
USGS	06478513	00060	294960	10	23	2014	2021	8	2020	4990	2016	92.1	1150			221	305	553	1180	1970		
USGS	06478513	00060	294960	10	24	2014	2021	8	2020	5110	2016	97.3	1150			221	295	528	1160	1970		
USGS	06478513	00060	294960	10	25	2014	2021	8	2020	5190	2016	92.1	1150			228	298	524	1120	1940		
USGS	06478513	00060	294960	10	26	2014	2021	8	2020	5240	2016	110	1150			243	302	514	1080	1910		
USGS	06478513	00060	294960	10	27	2014	2021	8	2020	5260	2016	137	1140			239	287	516	1060	1910		
USGS	06478513	00060	294960	10	28	2014	2021	8	2020	5210	2016	150	1130			240	280	515	1030	1880		
USGS	06478513	00060	294960	10	29	2014	2021	8	2020	5150	2016	145	1110			238	275	511	1010	1850		
USGS	06478513	00060	294960	10	30	2014	2021	8	2020	5050	2016	154	1090			235	269	498	1000	1830		
USGS	06478513	00060	294960	10	31	2014	2021	8	2020	4950	2016	158	1070			229	258	489	984	1800		
USGS	06478513	00060	294960	11	1	2014	2021	8	2020	4850	2016	133	1040			224	253	481	967	1770		
USGS	06478513	00060	294960	11	2	2014	2021	8	2020	4760	2016	113	1010			204	232	476	940	1730		
USGS	06478513	00060	294960	11	3	2014	2021	8	2020	4680	2016	104	993			194	220	470	920	1700		
USGS	06478513	00060	294960	11	4	2014	2021	8	2020	4600	2016	97.4	974			183	213	467	903	1680		
USGS	06478513	00060	294960	11	5	2014	2021	8	2020	4530	2016	92.7	961			184	217	462	889	1650		
USGS	06478513	00060	294960	11	6	2014	2021	8	2020	4470	2016	84.1	947			176	210	453	877	1630		
USGS	06478513	00060	294960	11	7	2014	2021	8	2020	4410	2016	85.1	928			167	202	435	854	1600		
USGS	06478513	00060	294960	11	8	2014	2021	8	2020	4330	2016	85.9	906			158	191	417	838	1570		
USGS	06478513	00060	294960	11	9	2014	2021	8	2020	4200	2016	83.4	884			149	186	396	850	1560		
USGS	06478513	00060	294960	11	10	2014	2021	8	2020	4000	2016	82.5	861			152	193	384	868	1550		
USGS	06478513	00060	294960	11	11	2014	2021	8	2020	3790	2016	86.1	833			137	178	379	884	1530		
USGS	06478513	00060	294960	11	12	2014	2021	8	2020	3570	2016	101	802			128	166	376	880	1480		
USGS	06478513	00060	294960	11	13	2014	2021	8	2020	3300	2015	120	766			130	166	373	859	1410		
USGS	06478513	00060	294960	11	14	2014	2021	8	2020	3160	2015	115	748			157	192	371	846	1370		
USGS	06478513	00060	294960	11	15	2014	2021	8	2020	3250	2015	115	758			156	192	369	837	1380		
USGS	06478513	00060	294960	11	16	2014	2021	8	2020	3540	2015	110	795			167	208	367	831	1430		
USGS	06478513	00060	294960	11	17	2014	2021	8	2020	3720	2015	110	819			203	246	365	808	1450		
USGS	06478513	00060	294960	11	18	2014	2021	8	2020	3770	2015	130	833			266	301	364	792	1450		
USGS	06478513	00060	294960	11	19	2014	2021	8	2020	3760	2015	134	838			288	334	361	779	1440		
USGS	06478513	00060	294960	11	20	2014	2021	8	2020	3770	2015	130	842			302	351	373	775	1440		
USGS	06478513	00060	294960	11	21	2014	2021	8	2020	3860	2015	132	853			294	341	402	763	1460		
USGS	06478513	00060	294960	11	22	2014	2021	8	2020	4040	2015	136	875			285	324	418	757	1480		
USGS	06478513	00060	294960	11	23	2014	2021	8	2020	4260	2015	144	895			278	319	394	736	1500		
USGS	06478513	00060	294960	11	24	2014	2021	8	2020	4480	2015	140	911			270	315	361	728	1540		
USGS	06478513	00060	294960	11	25	2014	2021	8	2020	4650	2015	135	924			264	311	360	708	1570		
USGS	06478513	00060	294960	11	26	2014	2021	8	2020	4820	2015	135	938			259	302	366	697	1600		
USGS	06478513	00060	294960	11	27	2014	2021	8	2020	5020	2015	130	951			254	289	346	693	1640		
USGS	06478513	00060	294960	11	28	2014	2021	8	2020	5110	2015	135	962			251	280	352	695	1660		
USGS	06478513	00060	294960	11	29	2014	2021	8	2020	5170	2015	140	971			244	272	358	690	1660		
USGS	06478513	00060	294960	11	30	2014	2021	8	2020	5180	2015	130	964			218	249	360	658	1620		
USGS	06478513	00060	294960	12	1	2014	2021	8	2020	4910	2015	125	909			169	203	375	558	1460		
USGS	06478513	00060	294960	12	2	2014	2021	8	2020	4490	2015	130	839			166	198	350	493	1310		
USGS	06478513	00060	294960	12	3	2014	2021	8	2020	4170	2015	130	793			162	193	332	503	1260		
USGS	06478513	00060	294960	12	4	2014	2021	8	2020	4120	2015	130	774			178	193	290	534	1290		
USGS	06478513	00060	294960	12	5	2014	2021	8	2020	4130	2015	130	777			178	200	289	537	1300		
USGS	06478513	00060	294960	12	6	2014	2021	8	2020	4180	2015	125	789			201	229	300	530	1310		
USGS	06478513	00060	294960	12	7	2014	2021	8	2020	4200	2015	125	797			230	260	307	523	1310		
USGS	06478513	00060	294960	12	8	2014	2021	8	2020	4190	2015	120	799			228	263	307	522	1300		
USGS	06478513	00060	294960	12	9	2014	2021	8	2020	4130	2015	115	791			227	262	314	517	1280		
USGS	06478513	00060	294960	12	10	2014	2021	8	2020	4010	2015	120	775			230	261	311	514	1260		
USGS	06478513	00060	294960	12	11	2014	2021	8	2020	3870	2015	125	758			232	262	308	516	1230		
USGS	06478513	00060	294960	12	12	2014	2021	8	2020	3830	2015	130	752			236	262	305	512	1220		
USGS	06478513	00060	294960	12	13	2014	2021	8	2020	3840	2015	135	753			230	257	312	495	1200		
USGS	06478513	00060	294960	12	14	2014	2021	8	2020	3890	2015	145	749			231	256	310	428	1140		
USGS	06478513	00060	294960	12	15	2014	2021	8	2020	3950	2015	145	748			231	256	318	371	1090		
USGS	06478513	00060	294960	12	16	2014	2021	8	2020	4030	2015	130	753			224	250	320	361	1100		
USGS	06478513	00060	294960	12	17	2014	2021	8	2020	4080	2015	115	755			212	241	310	370	1110		
USGS	06478513	00060	294960	12	18	2014	2021	8	2020	4080	2015	120	754			210	237	300	378	1120		
USGS	06478513	00060	294960	12	19	2014	2021	8	2020	4070	2015	130	753			207	231	295	383	1120		
USGS	06478513	00060	294960	12	20	2014	2021	8	2020	4030	2015	140	747			207	229	285	391	1120		
USGS	06478513	00060	294960	12	21	2014	2021	8	2020	3990	2015	150	734			212	230	280	374	1110		
USGS	06478513	00060	294960	12	22	2014	2021	8	2020	3980	2015	155	726			211	226	251	373	1110		
USGS	06478513	00060	294960	12	23	2014	2021	8	2020	3980	2015	160	725			208	223	239	374	1100		
USGS	06478513	00060	294960	12	24	2014	2021	8	2020	3980	2015	160	730			213	227	265	368	1100		
USGS	06478513	00060	294960	12	25	2014	2021	8	2020	3970	2015	165	735			211	225	302	353	1080		
USGS	06478513	00060	294960	12	26	2014	2021	8	2020	3970	2015	160	736			208	225	303	349	1080		
USGS	06478513	00060	294960	12	27	2014	2021	8	2020	3970	2015	150	734			204	226	291	368	1100		
USGS	06478513	00060	294960	12	28	2014	2021	8	2020	3990	2015	140	735			200	221	285	384	1120		
USGS	06478513	00060	294960	12	29	2014	2021	8	2020	4020	2015	130	736			196	217	280	386	1130		
USGS	06478513	00060	294960	12	30	2014	2021	8	2020	4080	2015	120	739			192	215	270	384	1140		
USGS	06478513	00060	294960	12	31	2014	2021	8	2020	4130	2015	120	742			190	208	270	380	1140		

