#
#
# US Geological Survey, Water Resources Data
# retrieved: 2022-05-05 16:12:47 EDT      (vaww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 06485950 BIG SIOUX RIVER AT SIOUX CITY, IA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		128929	
#
# Data heading explanations.
# begin_yr_dt ... First complete water year of data of daily mean values for this day.
# end_yr_dt   ... Last complete water year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
5s	15s	5s	11n	3n	3n	6n	6n	8n	5n	12s	5n	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s	12s
USGS	06485950	00060	128929	9	1	2015	2021	7	2019	4200	2020	869	2410			1010	1100	2410	3750	3930		
USGS	06485950	00060	128929	9	2	2015	2021	7	2019	4110	2020	905	2220			1020	1090	2010	3650	3830		
USGS	06485950	00060	128929	9	3	2015	2021	7	2019	4050	2020	892	2130			1000	1080	1780	3550	3750		
USGS	06485950	00060	128929	9	4	2015	2021	7	2019	3840	2020	952	2090			1020	1070	1590	3780	3800		
USGS	06485950	00060	128929	9	5	2015	2021	7	2018	5430	2020	1050	2280			1110	1150	1530	3670	4370		
USGS	06485950	00060	128929	9	6	2015	2021	7	2018	5050	2020	1030	2190			1110	1170	1490	3650	4210		
USGS	06485950	00060	128929	9	7	2015	2021	7	2018	4790	2020	1120	2170			1160	1190	1460	3620	4090		
USGS	06485950	00060	128929	9	8	2015	2021	7	2018	4660	2020	1140	2180			1270	1350	1450	3690	4080		
USGS	06485950	00060	128929	9	9	2015	2021	7	2018	4360	2020	1180	2080			1190	1200	1410	3580	3890		
USGS	06485950	00060	128929	9	10	2015	2021	7	2018	4080	2020	1150	2010			1170	1180	1460	3460	3710		
USGS	06485950	00060	128929	9	11	2015	2021	7	2019	4050	2020	1170	2070			1190	1210	1420	3890	3950		
USGS	06485950	00060	128929	9	12	2015	2021	7	2019	5290	2020	1190	2220			1220	1240	1400	3770	4380		
USGS	06485950	00060	128929	9	13	2015	2021	7	2019	7730	2020	1170	2540			1190	1210	1330	3690	5310		
USGS	06485950	00060	128929	9	14	2015	2021	7	2019	12700	2020	1100	3220			1150	1180	1270	3630	7260		
USGS	06485950	00060	128929	9	15	2015	2021	7	2019	19300	2020	1100	4130			1130	1150	1200	3570	9860		
USGS	06485950	00060	128929	9	16	2015	2021	7	2019	25800	2020	1100	5050			1110	1110	1220	3510	12400		
USGS	06485950	00060	128929	9	17	2015	2021	7	2019	32500	2015	1050	6210			1060	1060	1400	3480	15100		
USGS	06485950	00060	128929	9	18	2015	2021	7	2019	34500	2015	990	6940			1030	1050	1430	5950	17400		
USGS	06485950	00060	128929	9	19	2015	2021	7	2019	34100	2015	930	6990			996	1040	1490	6670	17600		
USGS	06485950	00060	128929	9	20	2015	2021	7	2019	32400	2015	880	6710			976	1040	1480	5510	16300		
USGS	06485950	00060	128929	9	21	2015	2021	7	2019	29700	2015	840	6680			954	1030	1500	8470	17000		
USGS	06485950	00060	128929	9	22	2015	2021	7	2019	26900	2015	810	6950			930	1010	1460	14000	19200		
USGS	06485950	00060	128929	9	23	2015	2021	7	2019	24000	2015	810	7280			936	1020	1490	19400	21200		
USGS	06485950	00060	128929	9	24	2015	2021	7	2018	27400	2015	900	7980			972	1020	1500	20900	23500		
USGS	06485950	00060	128929	9	25	2015	2021	7	2018	30400	2020	984	8040			1040	1080	1700	17900	22900		
USGS	06485950	00060	128929	9	26	2015	2021	7	2018	27300	2020	956	7210			1150	1280	1700	15000	19900		
USGS	06485950	00060	128929	9	27	2015	2021	7	2018	22000	2020	928	6120			1140	1280	1670	12600	16400		
USGS	06485950	00060	128929	9	28	2015	2021	7	2018	18300	2020	887	5350			1060	1180	1720	10800	13800		
USGS	06485950	00060	128929	9	29	2015	2021	7	2018	15800	2020	912	4800			1020	1090	1780	9500	12000		
USGS	06485950	00060	128929	9	30	2015	2021	7	2018	13300	2020	897	4300			1040	1140	1880	8590	10500		
USGS	06485950	00060	128929	10	1	2016	2022	7	2019	11400	2021	885	4000			1060	1170	2090	8340	9560		
USGS	06485950	00060	128929	10	2	2016	2022	7	2019	10400	2021	915	4000			1030	1110	2230	9340	9760		
USGS	06485950	00060	128929	10	3	2016	2022	7	2019	9660	2021	907	3830			1020	1090	2530	8750	9110		
USGS	06485950	00060	128929	10	4	2016	2022	7	2019	9050	2021	902	3760			1030	1110	2580	8340	8620		
USGS	06485950	00060	128929	10	5	2016	2022	7	2019	9000	2021	884	3960			978	1040	2650	8420	8650		
USGS	06485950	00060	128929	10	6	2016	2022	7	2019	8720	2021	860	4220			920	960	2630	8390	8520		
USGS	06485950	00060	128929	10	7	2016	2022	7	2019	8740	2021	804	4550			874	920	3280	8630	8670		
USGS	06485950	00060	128929	10	8	2016	2022	7	2020	8730	2021	815	4600			866	900	3990	8520	8600		
USGS	06485950	00060	128929	10	9	2016	2022	7	2020	9080	2021	836	4580			862	880	4300	8810	8920		
USGS	06485950	00060	128929	10	10	2016	2022	7	2018	9190	2021	808	4640			834	852	4460	8870	9000		
USGS	06485950	00060	128929	10	11	2016	2022	7	2018	9180	2021	807	4780			815	821	4300	9060	9110		
USGS	06485950	00060	128929	10	12	2016	2022	7	2019	10700	2022	794	4830			804	810	4060	8550	9410		
USGS	06485950	00060	128929	10	13	2016	2022	7	2019	13600	2016	780	5020			781	781	3880	7720	10100		
USGS	06485950	00060	128929	10	14	2016	2021	6	2019	16300	2016	760	5970			796	828	5220	9660	12800		
USGS	06485950	00060	128929	10	15	2016	2021	6	2019	17300	2016	730	5990			805	870	4810	9850	13300		
USGS	06485950	00060	128929	10	16	2016	2021	6	2019	15800	2016	710	5590			813	903	4410	9400	12400		
USGS	06485950	00060	128929	10	17	2016	2021	6	2019	14000	2016	700	5180			800	888	4090	8940	11300		
USGS	06485950	00060	128929	10	18	2016	2021	6	2019	12600	2016	690	4910			807	909	3880	8720	10500		
USGS	06485950	00060	128929	10	19	2016	2021	6	2019	11600	2016	680	4700			808	920	3720	8530	9960		
USGS	06485950	00060	128929	10	20	2016	2021	6	2019	10900	2016	670	4530			767	852	3600	8360	9540		
USGS	06485950	00060	128929	10	21	2016	2021	6	2019	10000	2016	660	4350			719	771	3550	8140	9010		
USGS	06485950	00060	128929	10	22	2016	2021	6	2019	9170	2016	670	4200			712	750	3520	7950	8520		
USGS	06485950	00060	128929	10	23	2016	2021	6	2019	8490	2016	720	4070			758	790	3470	7710	8070		
USGS	06485950	00060	128929	10	24	2016	2021	6	2019	8000	2021	790	4040			814	835	3460	7740	7860		
USGS	06485950	00060	128929	10	25	2016	2021	6	2020	7790	2021	793	4000			876	948	3440	7610	7690		
USGS	06485950	00060	128929	10	26	2016	2021	6	2020	7790	2021	799	3950			927	1040	3390	7370	7570		
USGS	06485950	00060	128929	10	27	2016	2021	6	2020	7800	2021	770	3900			942	1090	3310	7190	7480		
USGS	06485950	00060	128929	10	28	2016	2021	6	2020	7710	2021	776	3830			946	1090	3260	7010	7340		
USGS	06485950	00060	128929	10	29	2016	2021	6	2020	7500	2021	763	3730			942	1100	3220	6740	7100		
USGS	06485950	00060	128929	10	30	2016	2021	6	2020	7420	2021	783	3650			950	1100	3150	6490	6920		
USGS	06485950	00060	128929	10	31	2016	2021	6	2020	7600	2021	791	3640			947	1080	3100	6470	7000		
USGS	06485950	00060	128929	11	1	2016	2021	6	2020	7710	2021	800	3630			944	1070	3060	6440	7030		
USGS	06485950	00060	128929	11	2	2016	2021	6	2020	7510	2021	795	3570			929	1050	3000	6380	6910		
USGS	06485950	00060	128929	11	3	2016	2021	6	2020	7300	2021	817	3530			922	1010	2960	6370	6800		
USGS	06485950	00060	128929	11	4	2016	2021	6	2020	7400	2021	827	3560			920	1000	2930	6520	6930		
USGS	06485950	00060	128929	11	5	2016	2021	6	2020	7400	2021	840	3570			916	983	2910	6590	6970		
USGS	06485950	00060	128929	11	6	2016	2021	6	2020	7340	2021	834	3570			900	959	2900	6660	6980		
USGS	06485950	00060	128929	11	7	2016	2021	6	2020	7360	2021	823	3600			882	933	2890	6810	7070		
USGS	06485950	00060	128929	11	8	2016	2021	6	2020	7440	2021	852	3630			883	910	2850	7010	7210		
USGS	06485950	00060	128929	11	9	2016	2021	6	2020	7410	2021	855	3630			877	896	2830	7060	7220		
USGS	06485950	00060	128929	11	10	2016	2021	6	2020	7410	2021	854	3620			880	903	2830	7010	7200		
USGS	06485950	00060	128929	11	11	2016	2021	6	2020	7390	2021	859	3590			891	920	2780	6960	7160		
USGS	06485950	00060	128929	11	12	2016	2021	6	2020	7030	2021	867	3500			920	967	2740	6730	6870		
USGS	06485950	00060	128929	11	13	2016	2021	6	2020	6720	2021	873	3350			964	1040	2480	6490	6600		
USGS	06485950	00060	128929	11	14	2016	2021	6	2020	6580	2021	876	3270			1000	1110	2390	6270	6420		
USGS	06485950	00060	128929	11	15	2016	2021	6	2020	6520	2021	879	3280			1030	1160	2400	6290	6400		
USGS	06485950	00060	128929	11	16	2016	2021	6	2020	6600	2021	886	3340			1070	1230	2410	6420	6500		
USGS	06485950	00060	128929	11	17	2016	2021	6	2020	6760	2021	888	3400			1100	1290	2430	6550	6650		
USGS	06485950	00060	128929	11	18	2016	2021	6	2020	7020	2021	889	3450			1130	1350	2370	6680	6840		
USGS	06485950	00060	128929	11	19	2016	2021	6	2020	7240	2021	890	3470			1160	1390	2330	6680	6940		
USGS	06485950	00060	128929	11	20	2016	2021	6	2020	7400	2021	887	3530			1250	1570	2320	6680	7020		
USGS	06485950	00060	128929	11	21	2016	2021	6	2020	7470	2021	888	3660			1390	1830	2550	6620	7020		
USGS	06485950	00060	128929	11	22	2016	2021	6	2020	7450	2021	887	3630			1380	1810	2500	6610	7000		
USGS	06485950	00060	128929	11	23	2016	2021	6	2020	7330	2021	883	3530			1350	1770	2270	6630	6960		
USGS	06485950	00060	128929	11	24	2016	2021	6	2020	7090	2021	876	3460			1270	1610	2200	6680	6870		
USGS	06485950	00060	128929	11	25	2016	2021	6	2020	6830	2021	870	3410			1230	1550	2160	6670	6750		
USGS	06485950	00060	128929	11	26	2016	2021	6	2020	6630	2021	865	3340			1210	1510	2220	6420	6520		
USGS	06485950	00060	128929	11	27	2016	2021	6	2020	6440	2021	857	3200			1230	1560	2270	5770	6080		
USGS	06485950	00060	128929	11	28	2016	2021	6	2020	6280	2021	849	3070			1230	1560	2330	5210	5710		
USGS	06485950	00060	128929	11	29	2016	2021	6	2020	6150	2021	837	3120			1240	1600	2400	5350	5720		
USGS	06485950	00060	128929	11	30	2016	2021	6	2020	6030	2021	823	3270			1230	1590	2550	5880	5950		
USGS	06485950	00060	128929	12	1	2016	2021	6	2020	5890	2021	809	3160			1280	1690	2660	5180	5510		
USGS	06485950	00060	128929	12	2	2016	2021	6	2020	5740	2021	793	3160			1280	1700	2710	5190	5450		
USGS	06485950	00060	128929	12	3	2016	2021	6	2020	5610	2021	779	3030			1250	1660	2690	4750	5150		
USGS	06485950	00060	128929	12	4	2016	2021	6	2020	5450	2021	765	2920			1260	1690	2650	4350	4870		
USGS	06485950	00060	128929	12	5	2016	2021	6	2020	5240	2021	751	2820			1230	1650	2630	4080	4620		
USGS	06485950	00060	128929	12	6	2016	2021	6	2020	4590	2021	736	2640			1190	1580	2540	3830	4180		
USGS	06485950	00060	128929	12	7	2016	2021	6	2020	4030	2021	722	2490			1130	1490	2480	3620	3810		
USGS	06485950	00060	128929	12	8	2016	2021	6	2020	3520	2021	711	2420			1200	1630	2430	3470	3500		
USGS	06485950	00060	128929	12	9	2016	2021	6	2019	3460	2021	704	2320			1240	1710	2380	3100	3270		
USGS	06485950	00060	128929	12	10	2016	2021	6	2019	3460	2021	695	2240			1230	1700	2380	2720	3060		
USGS	06485950	00060	128929	12	11	2016	2021	6	2019	3490	2021	685	2170			1140	1540	2300	2700	3070		
USGS	06485950	00060	128929	12	12	2016	2021	6	2019	3510	2021	671	2160			1080	1440	2260	2810	3140		
USGS	06485950	00060	128929	12	13	2016	2021	6	2019	3510	2021	656	2210			1090	1460	2260	3030	3250		
USGS	06485950	00060	128929	12	14	2016	2021	6	2019	3450	2021	641	2240			1060	1430	2150	3380	3410		
USGS	06485950	00060	128929	12	15	2016	2021	6	2016	3420	2021	627	2230			1020	1360	2160	3400	3410		
USGS	06485950	00060	128929	12	16	2016	2021	6	2016	3350	2021	613	2190			960	1260	2170	3340	3340		
USGS	06485950	00060	128929	12	17	2016	2021	6	2016	3280	2021	601	2130			925	1210	2120	3270	3280		
USGS	06485950	00060	128929	12	18	2016	2021	6	2019	3210	2021	590	2040			894	1160	2060	3050	3130		
USGS	06485950	00060	128929	12	19	2016	2021	6	2019	3170	2021	580	2000			880	1140	2060	2890	3020		
USGS	06485950	00060	128929	12	20	2016	2021	6	2019	3130	2021	570	1940			866	1130	2070	2670	2880		
USGS	06485950	00060	128929	12	21	2016	2021	6	2019	3100	2021	564	1880			858	1120	1880	2710	2890		
USGS	06485950	00060	128929	12	22	2016	2021	6	2019	3080	2021	557	1940			854	1110	2000	2780	2920		
USGS	06485950	00060	128929	12	23	2016	2021	6	2019	3070	2021	554	1930			860	1130	1960	2820	2940		
USGS	06485950	00060	128929	12	24	2016	2021	6	2019	3100	2021	553	1980			872	1150	2040	2860	2970		
USGS	06485950	00060	128929	12	25	2016	2021	6	2019	3210	2021	552	1910			867	1140	1760	2950	3070		
USGS	06485950	00060	128929	12	26	2016	2021	6	2019	3690	2021	552	1960			767	956	1680	3200	3430		
USGS	06485950	00060	128929	12	27	2016	2021	6	2019	4060	2021	552	2040			759	941	1600	3530	3780		
USGS	06485950	00060	128929	12	28	2016	2021	6	2019	4200	2021	552	2100			755	933	1530	3840	4010		
USGS	06485950	00060	128929	12	29	2016	2021	6	2019	4220	2021	555	2130			797	1010	1500	3940	4070		
USGS	06485950	00060	128929	12	30	2016	2021	6	2019	4220	2021	558	2120			839	1080	1460	3880	4040		
USGS	06485950	00060	128929	12	31	2016	2021	6	2019	4220	2021	559	2080			835	1080	1450	3710	3950		

