time,period,step,zone,storage_in,constant_head_in,wells_in,river_leakage_in,head_dep_bounds_in,recharge_in,other_zones_in,total_in,storage_out,constant_head_out,wells_out,river_leakage_out,head_dep_bounds_out,recharge_out,other_zones_out,total_out,,,in_out,precent_error,from_z1,from_z2,from_z3,from_z4,from_z5,from_z6,from_z7,     to_z1,     to_z2,     to_z3,     to_z4,     to_z5,     to_z6,     to_z7
25.60,27,6,3,4.18E+03,0.00E+00,0.00E+00,1.82E+05,0.00E+00,0.00E+00,2.46E+05,4.33E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,1.25E+05,4.33E+05,0.59,,1.05E+01,2.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
25.70,27,7,3,3.58E+03,0.00E+00,0.00E+00,1.82E+05,0.00E+00,0.00E+00,2.47E+05,4.33E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,1.25E+05,4.33E+05,0.59,,8.98E+00,2.07E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+05
25.80,27,8,3,3.10E+03,0.00E+00,0.00E+00,1.83E+05,0.00E+00,0.00E+00,2.47E+05,4.33E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,1.26E+05,4.33E+05,0.59,,3.69E+00,8.52E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
25.90,27,9,3,2.73E+03,0.00E+00,0.00E+00,1.83E+05,0.00E+00,0.00E+00,2.48E+05,4.33E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,1.26E+05,4.33E+05,0.60,,6.40E+00,1.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
26.00,27,10,3,2.42E+03,0.00E+00,0.00E+00,1.83E+05,0.00E+00,0.00E+00,2.48E+05,4.34E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,1.26E+05,4.34E+05,0.60,,2.20E+00,5.07E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.26E+05
26.10,28,1,3,0.00E+00,0.00E+00,0.00E+00,1.71E+05,0.00E+00,0.00E+00,2.12E+05,3.84E+05,4.95E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.20E+05,3.84E+05,0.80,,2.90E+00,7.55E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+05
26.20,28,2,3,0.00E+00,0.00E+00,0.00E+00,1.68E+05,0.00E+00,0.00E+00,2.03E+05,3.71E+05,3.81E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.19E+05,3.71E+05,0.78,,-4.04E+00,-1.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.19E+05
26.30,28,3,3,0.00E+00,0.00E+00,0.00E+00,1.65E+05,0.00E+00,0.00E+00,1.97E+05,3.62E+05,3.01E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.18E+05,3.62E+05,0.77,,-7.98E+00,-2.21E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+05
26.40,28,4,3,0.00E+00,0.00E+00,0.00E+00,1.63E+05,0.00E+00,0.00E+00,1.92E+05,3.55E+05,2.45E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+05,3.55E+05,0.76,,-9.35E+00,-2.63E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.92E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+05
26.50,28,5,3,0.00E+00,0.00E+00,0.00E+00,1.61E+05,0.00E+00,0.00E+00,1.89E+05,3.50E+05,2.04E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.50E+05,0.75,,3.21E+00,9.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
26.60,28,6,3,0.00E+00,0.00E+00,0.00E+00,1.59E+05,0.00E+00,0.00E+00,1.86E+05,3.45E+05,1.73E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.45E+05,0.74,,4.93E+00,1.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.86E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
26.70,28,7,3,0.00E+00,0.00E+00,0.00E+00,1.58E+05,0.00E+00,0.00E+00,1.84E+05,3.42E+05,1.49E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.42E+05,0.74,,4.26E+00,1.25E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.84E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
26.80,28,8,3,0.00E+00,0.00E+00,0.00E+00,1.56E+05,0.00E+00,0.00E+00,1.82E+05,3.39E+05,1.30E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.12E+05,3.39E+05,0.73,,2.62E+00,7.73E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.82E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05
26.90,28,9,3,0.00E+00,0.00E+00,0.00E+00,1.55E+05,0.00E+00,0.00E+00,1.81E+05,3.36E+05,1.15E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.11E+05,3.36E+05,0.73,,1.08E+01,3.21E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05
27.00,28,10,3,0.00E+00,0.00E+00,0.00E+00,1.54E+05,0.00E+00,0.00E+00,1.80E+05,3.34E+05,1.02E+04,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,1.10E+05,3.34E+05,0.72,,1.44E+01,4.30E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+05
27.10,29,1,3,2.27E+04,0.00E+00,0.00E+00,1.61E+05,0.00E+00,0.00E+00,2.01E+05,3.84E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.84E+05,0.59,,-6.41E+00,-1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
27.20,29,2,3,1.64E+04,0.00E+00,0.00E+00,1.62E+05,0.00E+00,0.00E+00,2.06E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.60,,4.90E+00,1.27E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.06E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
27.30,29,3,3,1.21E+04,0.00E+00,0.00E+00,1.64E+05,0.00E+00,0.00E+00,2.09E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.60,,5.17E+00,1.34E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.09E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
27.40,29,4,3,9.20E+03,0.00E+00,0.00E+00,1.64E+05,0.00E+00,0.00E+00,2.12E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.60,,7.74E+00,2.01E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
27.50,29,5,3,7.14E+03,0.00E+00,0.00E+00,1.65E+05,0.00E+00,0.00E+00,2.13E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,1.61E+00,4.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
27.60,29,6,3,5.66E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.15E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,9.12E+00,2.36E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
27.70,29,7,3,4.56E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.16E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,6.79E+00,1.76E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
27.80,29,8,3,3.73E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.16E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.86E+05,0.61,,4.52E+00,1.17E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
27.90,29,9,3,3.09E+03,0.00E+00,0.00E+00,1.67E+05,0.00E+00,0.00E+00,2.17E+05,3.87E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.87E+05,0.61,,1.65E+00,4.28E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
28.00,29,10,3,2.58E+03,0.00E+00,0.00E+00,1.67E+05,0.00E+00,0.00E+00,2.17E+05,3.87E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.87E+05,0.61,,7.42E-01,1.92E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
28.10,30,1,3,0.00E+00,0.00E+00,0.00E+00,1.64E+05,0.00E+00,0.00E+00,2.08E+05,3.71E+05,1.26E+04,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.71E+05,0.67,,-1.01E+00,-2.73E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
28.20,30,2,3,0.00E+00,0.00E+00,0.00E+00,1.63E+05,0.00E+00,0.00E+00,2.05E+05,3.68E+05,9.57E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.68E+05,0.66,,5.56E+00,1.51E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.05E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
28.30,30,3,3,0.00E+00,0.00E+00,0.00E+00,1.62E+05,0.00E+00,0.00E+00,2.04E+05,3.66E+05,7.52E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.66E+05,0.66,,1.78E+00,4.86E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
28.40,30,4,3,0.00E+00,0.00E+00,0.00E+00,1.61E+05,0.00E+00,0.00E+00,2.02E+05,3.64E+05,6.09E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.64E+05,0.66,,6.73E+00,1.85E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
28.50,30,5,3,0.00E+00,0.00E+00,0.00E+00,1.61E+05,0.00E+00,0.00E+00,2.02E+05,3.62E+05,5.06E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.12E+05,3.62E+05,0.66,,9.91E-01,2.74E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05
28.60,30,6,3,0.00E+00,0.00E+00,0.00E+00,1.60E+05,0.00E+00,0.00E+00,2.01E+05,3.61E+05,4.30E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.12E+05,3.61E+05,0.65,,1.03E+00,2.85E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05
28.70,30,7,3,0.00E+00,0.00E+00,0.00E+00,1.60E+05,0.00E+00,0.00E+00,2.00E+05,3.61E+05,3.73E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.12E+05,3.61E+05,0.65,,3.38E+00,9.38E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05
28.80,30,8,3,0.00E+00,0.00E+00,0.00E+00,1.60E+05,0.00E+00,0.00E+00,2.00E+05,3.60E+05,3.27E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.11E+05,3.60E+05,0.65,,8.05E+00,2.24E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05
28.90,30,9,3,0.00E+00,0.00E+00,0.00E+00,1.60E+05,0.00E+00,0.00E+00,2.00E+05,3.59E+05,2.91E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.11E+05,3.59E+05,0.65,,8.28E+00,2.31E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05
29.00,30,10,3,0.00E+00,0.00E+00,0.00E+00,1.59E+05,0.00E+00,0.00E+00,1.99E+05,3.59E+05,2.62E+03,0.00E+00,2.45E+05,0.00E+00,0.00E+00,0.00E+00,1.11E+05,3.59E+05,0.65,,1.02E+01,2.85E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.99E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+05
29.10,31,1,3,1.24E+04,0.00E+00,0.00E+00,1.62E+05,0.00E+00,0.00E+00,2.09E+05,3.84E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.12E+05,3.84E+05,0.60,,3.66E+00,9.52E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.09E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+05
29.20,31,2,3,9.24E+03,0.00E+00,0.00E+00,1.63E+05,0.00E+00,0.00E+00,2.12E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.60,,4.27E+00,1.11E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
29.30,31,3,3,7.10E+03,0.00E+00,0.00E+00,1.64E+05,0.00E+00,0.00E+00,2.14E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.60,,2.74E+00,7.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.14E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
29.40,31,4,3,5.60E+03,0.00E+00,0.00E+00,1.65E+05,0.00E+00,0.00E+00,2.15E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.13E+05,3.85E+05,0.61,,5.56E+00,1.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+05
29.50,31,5,3,4.53E+03,0.00E+00,0.00E+00,1.65E+05,0.00E+00,0.00E+00,2.16E+05,3.85E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.85E+05,0.61,,9.31E+00,2.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
29.60,31,6,3,3.73E+03,0.00E+00,0.00E+00,1.65E+05,0.00E+00,0.00E+00,2.17E+05,3.86E+05,1.25E-01,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,5.92E+00,1.54E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
29.70,31,7,3,3.12E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.17E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,5.23E+00,1.36E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
29.80,31,8,3,2.65E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.18E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,6.70E+00,1.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
29.90,31,9,3,2.28E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.18E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.14E+05,3.86E+05,0.61,,3.84E+00,9.95E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.14E+05
30.00,31,10,3,1.97E+03,0.00E+00,0.00E+00,1.66E+05,0.00E+00,0.00E+00,2.18E+05,3.86E+05,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.86E+05,0.61,,1.59E+00,4.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
30.10,32,1,3,6.64E+03,0.00E+00,0.00E+00,1.68E+05,0.00E+00,0.00E+00,2.22E+05,3.96E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.15E+05,3.96E+05,0.60,,-3.78E-02,-9.54E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+05
30.20,32,2,3,5.33E+03,0.00E+00,0.00E+00,1.68E+05,0.00E+00,0.00E+00,2.23E+05,3.96E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+05,3.96E+05,0.60,,-1.98E+00,-4.98E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.23E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+05
30.30,32,3,3,4.38E+03,0.00E+00,0.00E+00,1.68E+05,0.00E+00,0.00E+00,2.24E+05,3.97E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+05,3.97E+05,0.60,,-6.26E+00,-1.58E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+05
30.40,32,4,3,3.68E+03,0.00E+00,0.00E+00,1.69E+05,0.00E+00,0.00E+00,2.24E+05,3.97E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+05,3.97E+05,0.60,,-7.56E+00,-1.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+05
30.50,32,5,3,3.15E+03,0.00E+00,0.00E+00,1.69E+05,0.00E+00,0.00E+00,2.25E+05,3.97E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+05,3.97E+05,0.60,,-2.38E+00,-6.00E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.16E+05
30.60,32,6,3,2.73E+03,0.00E+00,0.00E+00,1.69E+05,0.00E+00,0.00E+00,2.25E+05,3.97E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.17E+05,3.97E+05,0.60,,-3.13E+00,-7.89E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+05
30.70,32,7,3,2.40E+03,0.00E+00,0.00E+00,1.70E+05,0.00E+00,0.00E+00,2.25E+05,3.97E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.17E+05,3.97E+05,0.60,,-2.50E+00,-6.30E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.25E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+05
30.80,32,8,3,2.13E+03,0.00E+00,0.00E+00,1.70E+05,0.00E+00,0.00E+00,2.26E+05,3.98E+05,1.25E-01,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.17E+05,3.98E+05,0.60,,-4.19E+00,-1.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+05
30.90,32,9,3,1.90E+03,0.00E+00,0.00E+00,1.70E+05,0.00E+00,0.00E+00,2.26E+05,3.98E+05,0.00E+00,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.17E+05,3.98E+05,0.61,,-5.52E+00,-1.39E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+05
31.00,32,10,3,1.71E+03,0.00E+00,0.00E+00,1.70E+05,0.00E+00,0.00E+00,2.26E+05,3.98E+05,1.25E-01,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,1.17E+05,3.98E+05,0.61,,-6.16E+00,-1.55E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.26E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E+05
0.00,1,1,4,0.00E+00,0.00E+00,0.00E+00,6.29E+05,0.00E+00,0.00E+00,1.94E+05,8.23E+05,0.00E+00,0.00E+00,7.62E+05,0.00E+00,0.00E+00,0.00E+00,6.12E+04,8.23E+05,0.83,,9.23E-04,1.12E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.94E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.12E+04
0.10,2,1,4,1.91E+01,0.00E+00,0.00E+00,6.29E+05,0.00E+00,0.00E+00,1.94E+05,8.23E+05,1.99E+01,0.00E+00,7.62E+05,0.00E+00,0.00E+00,0.00E+00,6.12E+04,8.23E+05,0.83,,-6.51E+00,-7.91E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.94E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.12E+04
