time,period,step,zone,storage_in,ch_in,wells_in,river_in,hd_in,recharge_in,other_zones_in,total_in,storage_out,ch_out,wells_out,river_out,hd_out,recharge_out,other_zones_out,total_out,in_out,percent_error,z1_in,z2_in,z3_in,z4_in,z5_in,z6_in,z7_in,z1_out,z2_out,z3_out,z4_out,z5_out,z6_out,z7_out
0.00,1.00,1.00,1.00,0.00,0.00,0.00,192169.70,0.00,2.08,95907.47,288079.20,0.00,0.00,262905.10,91.37,0.00,0.00,25082.70,288079.20,0.08,0.00,0.00,2012.25,0.00,0.00,0.00,0.00,93895.22,0.00,617.16,0.00,0.00,0.00,0.00,24465.54
0.10,2.00,1.00,1.00,17.50,0.00,0.00,192196.30,0.00,2.08,95908.37,288124.30,14.00,0.00,262905.10,91.34,0.00,0.00,25082.67,288093.10,31.17,0.01,0.00,2012.26,0.00,0.00,0.00,0.00,93896.12,0.00,617.09,0.00,0.00,0.00,0.00,24465.58
0.20,2.00,2.00,1.00,15.50,0.00,0.00,192196.80,0.00,2.08,95908.44,288122.90,14.00,0.00,262905.10,91.34,0.00,0.00,25082.69,288093.10,29.73,0.01,0.00,2012.27,0.00,0.00,0.00,0.00,93896.17,0.00,617.08,0.00,0.00,0.00,0.00,24465.61
0.30,2.00,3.00,1.00,15.13,0.00,0.00,192197.10,0.00,2.08,95908.43,288122.80,14.25,0.00,262905.10,91.34,0.00,0.00,25082.76,288093.40,29.34,0.01,0.00,2012.27,0.00,0.00,0.00,0.00,93896.16,0.00,617.08,0.00,0.00,0.00,0.00,24465.68
0.40,2.00,4.00,1.00,15.00,0.00,0.00,192197.20,0.00,2.08,95908.44,288122.80,14.38,0.00,262905.10,91.34,0.00,0.00,25082.75,288093.60,29.21,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.17,0.00,617.08,0.00,0.00,0.00,0.00,24465.68
0.50,2.00,5.00,1.00,15.13,0.00,0.00,192197.20,0.00,2.08,95908.47,288122.90,14.25,0.00,262905.10,91.34,0.00,0.00,25082.75,288093.40,29.49,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.19,0.00,617.08,0.00,0.00,0.00,0.00,24465.67
0.60,2.00,6.00,1.00,15.00,0.00,0.00,192197.30,0.00,2.08,95908.52,288122.90,14.25,0.00,262905.10,91.34,0.00,0.00,25082.76,288093.40,29.41,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.24,0.00,617.08,0.00,0.00,0.00,0.00,24465.69
0.70,2.00,7.00,1.00,14.88,0.00,0.00,192197.30,0.00,2.08,95908.57,288122.80,14.25,0.00,262905.10,91.34,0.00,0.00,25082.72,288093.40,29.40,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.29,0.00,617.08,0.00,0.00,0.00,0.00,24465.64
0.80,2.00,8.00,1.00,15.13,0.00,0.00,192197.30,0.00,2.08,95908.59,288123.10,14.25,0.00,262905.10,91.34,0.00,0.00,25082.74,288093.40,29.66,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.31,0.00,617.08,0.00,0.00,0.00,0.00,24465.66
0.90,2.00,9.00,1.00,14.88,0.00,0.00,192197.40,0.00,2.08,95908.72,288123.00,14.25,0.00,262905.10,91.34,0.00,0.00,25082.67,288093.30,29.70,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.44,0.00,617.08,0.00,0.00,0.00,0.00,24465.59
1.00,2.00,10.00,1.00,15.00,0.00,0.00,192197.40,0.00,2.08,95908.80,288123.30,14.38,0.00,262905.10,91.34,0.00,0.00,25082.66,288093.50,29.80,0.01,0.00,2012.28,0.00,0.00,0.00,0.00,93896.53,0.00,617.08,0.00,0.00,0.00,0.00,24465.58
1.10,3.00,1.00,1.00,0.13,0.00,0.00,191390.40,0.00,2.08,94679.94,286072.60,6668.25,0.00,253993.00,92.92,0.00,0.00,25287.34,286041.60,31.03,0.01,0.00,1866.94,0.00,0.00,0.00,0.00,92813.00,0.00,663.29,0.00,0.00,0.00,0.00,24624.05
1.20,3.00,2.00,1.00,0.13,0.00,0.00,190944.60,0.00,2.08,94241.06,285187.90,5726.63,0.00,253993.00,94.18,0.00,0.00,25349.35,285163.20,24.69,0.01,0.00,1857.38,0.00,0.00,0.00,0.00,92383.68,0.00,668.90,0.00,0.00,0.00,0.00,24680.46
1.30,3.00,3.00,1.00,0.13,0.00,0.00,190548.00,0.00,2.08,93880.22,284430.40,4924.63,0.00,253993.00,95.99,0.00,0.00,25386.92,284400.60,29.84,0.01,0.00,1856.47,0.00,0.00,0.00,0.00,92023.76,0.00,669.99,0.00,0.00,0.00,0.00,24716.94
1.40,3.00,4.00,1.00,0.25,0.00,0.00,190202.90,0.00,2.08,93583.88,283789.10,4259.63,0.00,253993.00,97.87,0.00,0.00,25408.03,283758.60,30.55,0.01,0.00,1858.53,0.00,0.00,0.00,0.00,91725.35,0.00,669.63,0.00,0.00,0.00,0.00,24738.40
1.50,3.00,5.00,1.00,0.13,0.00,0.00,189905.80,0.00,2.08,93339.24,283247.30,3708.00,0.00,253993.00,99.54,0.00,0.00,25417.46,283218.00,29.24,0.01,0.00,1861.66,0.00,0.00,0.00,0.00,91477.57,0.00,668.08,0.00,0.00,0.00,0.00,24749.38
1.60,3.00,6.00,1.00,0.00,0.00,0.00,189641.90,0.00,2.08,93137.16,282781.20,3245.88,0.00,253993.00,101.01,0.00,0.00,25420.09,282760.00,21.15,0.01,0.00,1864.59,0.00,0.00,0.00,0.00,91272.58,0.00,666.83,0.00,0.00,0.00,0.00,24753.26
1.70,3.00,7.00,1.00,0.00,0.00,0.00,189423.10,0.00,2.08,92970.59,282395.80,2858.38,0.00,253993.00,102.25,0.00,0.00,25417.13,282370.80,24.97,0.01,0.00,1867.47,0.00,0.00,0.00,0.00,91103.11,0.00,665.51,0.00,0.00,0.00,0.00,24751.61
1.80,3.00,8.00,1.00,0.00,0.00,0.00,189234.00,0.00,2.08,92831.28,282067.30,2536.13,0.00,253993.00,103.35,0.00,0.00,25410.63,282043.20,24.16,0.01,0.00,1869.96,0.00,0.00,0.00,0.00,90961.32,0.00,664.13,0.00,0.00,0.00,0.00,24746.51
1.90,3.00,9.00,1.00,0.00,0.00,0.00,189066.30,0.00,2.08,92716.66,281785.00,2264.13,0.00,253993.00,104.29,0.00,0.00,25401.95,281763.40,21.59,0.01,0.00,1872.04,0.00,0.00,0.00,0.00,90844.62,0.00,663.10,0.00,0.00,0.00,0.00,24738.85
2.00,3.00,10.00,1.00,0.00,0.00,0.00,188921.90,0.00,2.08,92620.70,281544.70,2032.25,0.00,253993.00,105.06,0.00,0.00,25391.55,281521.90,22.78,0.01,0.00,1873.86,0.00,0.00,0.00,0.00,90746.84,0.00,662.13,0.00,0.00,0.00,0.00,24729.42
2.10,4.00,1.00,1.00,0.00,0.00,0.00,186781.50,0.00,2.08,89472.21,276255.80,18510.00,0.00,231713.00,113.74,0.00,0.00,25897.68,276234.40,21.42,0.01,0.00,1517.74,0.00,0.00,0.00,0.00,87954.48,0.00,782.17,0.00,0.00,0.00,0.00,25115.51
2.20,4.00,2.00,1.00,0.13,0.00,0.00,185564.10,0.00,2.08,88316.36,273882.70,15972.38,0.00,231713.00,119.65,0.00,0.00,26049.80,273854.80,27.93,0.01,0.00,1501.42,0.00,0.00,0.00,0.00,86814.94,0.00,802.17,0.00,0.00,0.00,0.00,25247.63
2.30,4.00,3.00,1.00,0.13,0.00,0.00,184462.00,0.00,2.08,87371.12,271835.30,13833.12,0.00,231713.00,125.33,0.00,0.00,26146.61,271818.00,17.28,0.01,0.00,1502.00,0.00,0.00,0.00,0.00,85869.12,0.00,806.22,0.00,0.00,0.00,0.00,25340.39
2.40,4.00,4.00,1.00,0.00,0.00,0.00,183491.10,0.00,2.08,86593.25,270086.50,12038.38,0.00,231713.00,130.50,0.00,0.00,26200.31,270082.10,4.32,0.00,0.00,1508.62,0.00,0.00,0.00,0.00,85084.64,0.00,803.94,0.00,0.00,0.00,0.00,25396.37
2.50,4.00,5.00,1.00,0.00,0.00,0.00,182664.60,0.00,2.08,85949.47,268616.10,10538.62,0.00,231713.00,135.11,0.00,0.00,26221.85,268608.50,7.56,0.00,0.00,1516.67,0.00,0.00,0.00,0.00,84432.80,0.00,799.81,0.00,0.00,0.00,0.00,25422.04
2.60,4.00,6.00,1.00,0.00,0.00,0.00,181948.40,0.00,2.08,85416.52,267367.00,9282.88,0.00,231713.00,139.15,0.00,0.00,26222.62,267357.60,9.44,0.00,0.00,1524.57,0.00,0.00,0.00,0.00,83891.95,0.00,795.16,0.00,0.00,0.00,0.00,25427.46
2.70,4.00,7.00,1.00,0.00,0.00,0.00,181332.20,0.00,2.08,84976.02,266310.30,8234.38,0.00,231713.00,142.62,0.00,0.00,26210.09,266300.00,10.31,0.00,0.00,1531.72,0.00,0.00,0.00,0.00,83444.30,0.00,790.74,0.00,0.00,0.00,0.00,25419.35
2.80,4.00,8.00,1.00,0.00,0.00,0.00,180789.90,0.00,2.08,84610.07,265402.10,7349.50,0.00,231713.00,145.63,0.00,0.00,26188.25,265396.30,5.76,0.00,0.00,1537.98,0.00,0.00,0.00,0.00,83072.09,0.00,786.58,0.00,0.00,0.00,0.00,25401.67
2.90,4.00,9.00,1.00,0.00,0.00,0.00,180320.60,0.00,2.08,84304.66,264627.40,6600.75,0.00,231713.00,148.25,0.00,0.00,26159.89,264621.80,5.53,0.00,0.00,1543.42,0.00,0.00,0.00,0.00,82761.24,0.00,782.85,0.00,0.00,0.00,0.00,25377.04
3.00,4.00,10.00,1.00,0.13,0.00,0.00,179905.40,0.00,2.08,84048.26,263955.80,5956.88,0.00,231713.00,150.51,0.00,0.00,26126.99,263947.30,8.50,0.00,0.00,1548.08,0.00,0.00,0.00,0.00,82500.17,0.00,779.54,0.00,0.00,0.00,0.00,25347.45
3.10,5.00,1.00,1.00,8339.75,0.00,0.00,181150.90,0.00,2.08,86258.52,275751.20,412.38,0.00,249537.00,146.05,0.00,0.00,25647.11,275742.60,8.64,0.00,0.00,1832.24,0.00,0.00,0.00,0.00,84426.27,0.00,673.58,0.00,0.00,0.00,0.00,24973.53
3.20,5.00,2.00,1.00,6650.50,0.00,0.00,181706.80,0.00,2.08,86940.59,275300.00,139.00,0.00,249537.00,143.53,0.00,0.00,25470.99,275290.50,9.40,0.00,0.00,1855.05,0.00,0.00,0.00,0.00,85085.54,0.00,659.98,0.00,0.00,0.00,0.00,24811.01
3.30,5.00,3.00,1.00,5367.38,0.00,0.00,182204.40,0.00,2.08,87495.35,275069.20,35.00,0.00,249537.00,140.93,0.00,0.00,25344.72,275057.70,11.56,0.00,0.00,1860.16,0.00,0.00,0.00,0.00,85635.19,0.00,655.75,0.00,0.00,0.00,0.00,24688.97
3.40,5.00,4.00,1.00,4366.63,0.00,0.00,182628.10,0.00,2.08,87947.52,274944.30,5.00,0.00,249537.00,138.52,0.00,0.00,25253.73,274934.30,10.03,0.00,0.00,1858.56,0.00,0.00,0.00,0.00,86088.96,0.00,655.32,0.00,0.00,0.00,0.00,24598.40
3.50,5.00,5.00,1.00,3568.75,0.00,0.00,182979.50,0.00,2.08,88319.64,274870.00,0.25,0.00,249537.00,136.40,0.00,0.00,25190.60,274864.30,5.74,0.00,0.00,1854.62,0.00,0.00,0.00,0.00,86465.02,0.00,656.53,0.00,0.00,0.00,0.00,24534.06
3.60,5.00,6.00,1.00,2929.63,0.00,0.00,183268.80,0.00,2.08,88622.66,274823.10,0.13,0.00,249537.00,134.55,0.00,0.00,25144.01,274815.70,7.44,0.00,0.00,1850.60,0.00,0.00,0.00,0.00,86772.06,0.00,657.90,0.00,0.00,0.00,0.00,24486.11
3.70,5.00,7.00,1.00,2409.50,0.00,0.00,183502.60,0.00,2.08,88870.64,274784.80,0.25,0.00,249537.00,133.01,0.00,0.00,25108.94,274779.20,5.58,0.00,0.00,1846.71,0.00,0.00,0.00,0.00,87023.93,0.00,659.25,0.00,0.00,0.00,0.00,24449.69
3.80,5.00,8.00,1.00,1990.13,0.00,0.00,183692.20,0.00,2.08,89074.21,274758.60,0.13,0.00,249537.00,131.73,0.00,0.00,25082.73,274751.60,7.00,0.00,0.00,1843.42,0.00,0.00,0.00,0.00,87230.78,0.00,660.81,0.00,0.00,0.00,0.00,24421.92
3.90,5.00,9.00,1.00,1645.13,0.00,0.00,183847.30,0.00,2.08,89241.33,274735.80,0.00,0.00,249537.00,130.70,0.00,0.00,25062.24,274730.00,5.84,0.00,0.00,1840.46,0.00,0.00,0.00,0.00,87400.87,0.00,661.96,0.00,0.00,0.00,0.00,24400.28
4.00,5.00,10.00,1.00,1363.13,0.00,0.00,183972.90,0.00,2.08,89380.10,274718.20,0.13,0.00,249537.00,129.84,0.00,0.00,25045.94,274712.90,5.22,0.00,0.00,1838.03,0.00,0.00,0.00,0.00,87542.07,0.00,663.08,0.00,0.00,0.00,0.00,24382.86
4.10,6.00,1.00,1.00,0.00,0.00,0.00,182871.20,0.00,2.08,87655.17,270528.50,8874.25,0.00,236169.00,134.00,0.00,0.00,25344.69,270521.90,6.55,0.00,0.00,1619.32,0.00,0.00,0.00,0.00,86035.84,0.00,734.49,0.00,0.00,0.00,0.00,24610.19
4.20,6.00,2.00,1.00,0.00,0.00,0.00,182288.80,0.00,2.08,87101.09,269392.00,7647.63,0.00,236169.00,136.58,0.00,0.00,25434.84,269388.00,3.96,0.00,0.00,1607.37,0.00,0.00,0.00,0.00,85493.72,0.00,747.76,0.00,0.00,0.00,0.00,24687.07
4.30,6.00,3.00,1.00,0.00,0.00,0.00,181763.20,0.00,2.08,86648.30,268413.60,6609.63,0.00,236169.00,139.24,0.00,0.00,25490.35,268408.20,5.35,0.00,0.00,1605.94,0.00,0.00,0.00,0.00,85042.36,0.00,751.63,0.00,0.00,0.00,0.00,24738.72
4.40,6.00,4.00,1.00,0.00,0.00,0.00,181301.50,0.00,2.08,86278.52,267582.10,5740.50,0.00,236169.00,141.67,0.00,0.00,25521.41,267572.60,9.53,0.00,0.00,1608.27,0.00,0.00,0.00,0.00,84670.25,0.00,751.34,0.00,0.00,0.00,0.00,24770.07
4.50,6.00,5.00,1.00,0.00,0.00,0.00,180901.20,0.00,2.08,85974.83,266878.20,5023.75,0.00,236169.00,143.88,0.00,0.00,25535.22,266871.80,6.32,0.00,0.00,1611.80,0.00,0.00,0.00,0.00,84363.03,0.00,749.67,0.00,0.00,0.00,0.00,24785.55
4.60,6.00,6.00,1.00,0.00,0.00,0.00,180557.10,0.00,2.08,85726.10,266285.30,4426.25,0.00,236169.00,145.84,0.00,0.00,25537.11,266278.20,7.14,0.00,0.00,1615.44,0.00,0.00,0.00,0.00,84110.65,0.00,747.69,0.00,0.00,0.00,0.00,24789.42
4.70,6.00,7.00,1.00,0.13,0.00,0.00,180259.00,0.00,2.08,85522.09,265783.30,3923.38,0.00,236169.00,147.49,0.00,0.00,25530.91,265770.80,12.51,0.00,0.00,1618.83,0.00,0.00,0.00,0.00,83903.26,0.00,745.65,0.00,0.00,0.00,0.00,24785.26
4.80,6.00,8.00,1.00,0.00,0.00,0.00,180001.20,0.00,2.08,85354.60,265357.90,3509.63,0.00,236169.00,148.96,0.00,0.00,25519.29,265346.90,11.04,0.00,0.00,1621.82,0.00,0.00,0.00,0.00,83732.78,0.00,743.84,0.00,0.00,0.00,0.00,24775.45
4.90,6.00,9.00,1.00,0.00,0.00,0.00,179774.40,0.00,2.08,85216.04,264992.50,3158.88,0.00,236169.00,150.22,0.00,0.00,25502.94,264981.00,11.46,0.00,0.00,1624.50,0.00,0.00,0.00,0.00,83591.54,0.00,741.79,0.00,0.00,0.00,0.00,24761.14
5.00,6.00,10.00,1.00,0.13,0.00,0.00,179575.40,0.00,2.08,85101.55,264679.10,2861.38,0.00,236169.00,151.29,0.00,0.00,25484.73,264666.40,12.74,0.00,0.00,1626.77,0.00,0.00,0.00,0.00,83474.78,0.00,740.33,0.00,0.00,0.00,0.00,24744.40
5.10,7.00,1.00,1.00,0.00,0.00,0.00,176578.30,0.00,2.08,80771.38,257351.80,25948.38,0.00,204976.80,163.43,0.00,0.00,26253.35,257342.00,9.78,0.00,0.00,1141.81,0.00,0.00,0.00,0.00,79629.57,0.00,922.32,0.00,0.00,0.00,0.00,25331.03
5.20,7.00,2.00,1.00,0.00,0.00,0.00,174867.30,0.00,2.08,79219.42,254088.80,22410.88,0.00,204976.80,171.70,0.00,0.00,26514.37,254073.80,15.01,0.01,0.00,1120.69,0.00,0.00,0.00,0.00,78098.73,0.00,951.19,0.00,0.00,0.00,0.00,25563.18
5.30,7.00,3.00,1.00,0.13,0.00,0.00,173334.20,0.00,2.08,77948.79,251285.20,19426.50,0.00,204976.80,179.64,0.00,0.00,26683.63,251266.60,18.63,0.01,0.00,1124.74,0.00,0.00,0.00,0.00,76824.05,0.00,959.32,0.00,0.00,0.00,0.00,25724.30
5.40,7.00,4.00,1.00,0.00,0.00,0.00,171990.90,0.00,2.08,76896.38,248889.40,16926.25,0.00,204976.80,186.91,0.00,0.00,26778.72,248868.70,20.65,0.01,0.00,1134.33,0.00,0.00,0.00,0.00,75762.05,0.00,956.36,0.00,0.00,0.00,0.00,25822.36
5.50,7.00,5.00,1.00,0.00,0.00,0.00,170831.90,0.00,2.08,76026.44,246860.50,14843.25,0.00,204976.80,193.37,0.00,0.00,26823.72,246837.20,23.29,0.01,0.00,1145.08,0.00,0.00,0.00,0.00,74881.37,0.00,949.24,0.00,0.00,0.00,0.00,25874.48
5.60,7.00,6.00,1.00,0.13,0.00,0.00,169825.80,0.00,2.08,75308.60,245136.60,13096.38,0.00,204976.80,199.00,0.00,0.00,26838.18,245110.40,26.18,0.01,0.00,1155.24,0.00,0.00,0.00,0.00,74153.35,0.00,941.42,0.00,0.00,0.00,0.00,25896.75
5.70,7.00,7.00,1.00,0.13,0.00,0.00,168956.10,0.00,2.08,74716.62,243674.90,11636.75,0.00,204976.80,203.90,0.00,0.00,26829.55,243647.00,27.84,0.01,0.00,1164.36,0.00,0.00,0.00,0.00,73552.26,0.00,933.55,0.00,0.00,0.00,0.00,25896.00
5.80,7.00,8.00,1.00,0.00,0.00,0.00,168200.10,0.00,2.08,74228.81,242431.00,10404.50,0.00,204976.80,208.14,0.00,0.00,26809.45,242398.90,32.03,0.01,0.00,1172.30,0.00,0.00,0.00,0.00,73056.51,0.00,926.49,0.00,0.00,0.00,0.00,25882.96
5.90,7.00,9.00,1.00,0.00,0.00,0.00,167514.40,0.00,2.08,73821.26,241337.70,9362.75,0.00,204976.80,211.79,0.00,0.00,26776.49,241327.90,9.85,0.00,0.00,1179.57,0.00,0.00,0.00,0.00,72641.69,0.00,920.70,0.00,0.00,0.00,0.00,25855.79
6.00,7.00,10.00,1.00,0.00,0.00,0.00,166928.40,0.00,2.08,73480.92,240411.40,8468.25,0.00,204976.80,215.01,0.00,0.00,26735.50,240395.60,15.82,0.01,0.00,1186.11,0.00,0.00,0.00,0.00,72294.80,0.00,916.11,0.00,0.00,0.00,0.00,25819.39
6.10,8.00,1.00,1.00,0.00,0.00,0.00,164787.60,0.00,2.08,70918.32,235708.00,21034.75,0.00,187152.80,224.18,0.00,0.00,27285.82,235697.50,10.48,0.00,0.00,925.89,0.00,0.00,0.00,0.00,69992.42,0.00,1028.85,0.00,0.00,0.00,0.00,26256.97
6.20,8.00,2.00,1.00,0.00,0.00,0.00,163431.30,0.00,2.08,69876.00,233309.40,18475.00,0.00,187152.80,230.88,0.00,0.00,27438.15,233296.80,12.56,0.01,0.00,922.31,0.00,0.00,0.00,0.00,68953.69,0.00,1046.56,0.00,0.00,0.00,0.00,26391.59
6.30,8.00,3.00,1.00,0.00,0.00,0.00,162208.50,0.00,2.08,69014.74,231225.30,16302.38,0.00,187152.80,237.16,0.00,0.00,27525.25,231217.60,7.77,0.00,0.00,927.85,0.00,0.00,0.00,0.00,68086.89,0.00,1047.71,0.00,0.00,0.00,0.00,26477.54
6.40,8.00,4.00,1.00,0.00,0.00,0.00,161131.20,0.00,2.08,68295.80,229429.10,14460.88,0.00,187152.80,242.86,0.00,0.00,27563.24,229419.80,9.36,0.00,0.00,936.05,0.00,0.00,0.00,0.00,67359.75,0.00,1043.09,0.00,0.00,0.00,0.00,26520.16
6.50,8.00,5.00,1.00,0.00,0.00,0.00,160188.20,0.00,2.08,67695.46,227885.70,12906.25,0.00,187152.80,248.58,0.00,0.00,27562.79,227870.40,15.33,0.01,0.00,944.49,0.00,0.00,0.00,0.00,66750.97,0.00,1036.59,0.00,0.00,0.00,0.00,26526.20
6.60,8.00,6.00,1.00,0.00,0.00,0.00,159359.00,0.00,2.08,67191.57,226552.70,11594.62,0.00,187152.80,255.17,0.00,0.00,27536.91,226539.50,13.16,0.01,0.00,952.39,0.00,0.00,0.00,0.00,66239.18,0.00,1029.70,0.00,0.00,0.00,0.00,26507.22
6.70,8.00,7.00,1.00,0.00,0.00,0.00,158628.00,0.00,2.08,66769.72,225399.80,10467.75,0.00,187152.80,260.95,0.00,0.00,27496.72,225378.20,21.61,0.01,0.00,959.35,0.00,0.00,0.00,0.00,65810.37,0.00,1023.54,0.00,0.00,0.00,0.00,26473.18
6.80,8.00,8.00,1.00,0.00,0.00,0.00,157979.50,0.00,2.08,66415.67,224397.30,9512.38,0.00,187152.80,265.99,0.00,0.00,27443.08,224374.20,23.09,0.01,0.00,965.51,0.00,0.00,0.00,0.00,65450.17,0.00,1017.69,0.00,0.00,0.00,0.00,26425.39
6.90,8.00,9.00,1.00,0.00,0.00,0.00,157393.30,0.00,2.08,66115.47,223510.90,8690.38,0.00,187152.80,270.45,0.00,0.00,27380.23,223493.80,17.03,0.01,0.00,970.82,0.00,0.00,0.00,0.00,65144.65,0.00,1012.59,0.00,0.00,0.00,0.00,26367.65
7.00,8.00,10.00,1.00,0.25,0.00,0.00,156870.70,0.00,2.08,65860.08,222733.20,7973.00,0.00,187152.80,274.37,0.00,0.00,27310.76,222710.90,22.23,0.01,0.00,975.46,0.00,0.00,0.00,0.00,64884.62,0.00,1007.92,0.00,0.00,0.00,0.00,26302.84
7.10,9.00,1.00,1.00,22789.00,0.00,0.00,160025.70,0.00,2.08,70831.88,253648.70,146.75,0.00,227256.90,260.12,0.00,0.00,25957.00,253620.80,27.88,0.01,0.00,1591.82,0.00,0.00,0.00,0.00,69240.06,0.00,754.39,0.00,0.00,0.00,0.00,25202.61
7.20,9.00,2.00,1.00,18923.50,0.00,0.00,161585.90,0.00,2.08,72492.94,253004.40,2.88,0.00,227256.90,249.70,0.00,0.00,25470.36,252979.90,24.56,0.01,0.00,1626.13,0.00,0.00,0.00,0.00,70866.81,0.00,715.20,0.00,0.00,0.00,0.00,24755.16
7.30,9.00,3.00,1.00,15802.12,0.00,0.00,162978.90,0.00,2.08,73852.22,252635.40,0.00,0.00,227256.90,239.09,0.00,0.00,25117.70,252613.70,21.63,0.01,0.00,1629.52,0.00,0.00,0.00,0.00,72222.70,0.00,704.71,0.00,0.00,0.00,0.00,24412.98
7.40,9.00,4.00,1.00,13229.00,0.00,0.00,164171.30,0.00,2.08,74983.31,252385.70,0.00,0.00,227256.90,232.05,0.00,0.00,24880.33,252369.30,16.39,0.01,0.00,1621.74,0.00,0.00,0.00,0.00,73361.57,0.00,705.53,0.00,0.00,0.00,0.00,24174.80
7.50,9.00,5.00,1.00,11117.00,0.00,0.00,165175.40,0.00,2.08,75913.09,252207.60,0.00,0.00,227256.90,226.07,0.00,0.00,24709.00,252192.00,15.55,0.01,0.00,1610.86,0.00,0.00,0.00,0.00,74302.23,0.00,710.24,0.00,0.00,0.00,0.00,23998.76
7.60,9.00,6.00,1.00,9381.38,0.00,0.00,166010.40,0.00,2.08,76679.75,252073.60,0.00,0.00,227256.90,220.95,0.00,0.00,24586.84,252064.70,8.91,0.00,0.00,1599.99,0.00,0.00,0.00,0.00,75079.76,0.00,715.87,0.00,0.00,0.00,0.00,23870.97
7.70,9.00,7.00,1.00,7959.00,0.00,0.00,166706.40,0.00,2.08,77315.85,251983.40,0.00,0.00,227256.90,216.59,0.00,0.00,24501.53,251975.10,8.30,0.00,0.00,1590.20,0.00,0.00,0.00,0.00,75725.64,0.00,721.38,0.00,0.00,0.00,0.00,23780.16
7.80,9.00,8.00,1.00,6783.13,0.00,0.00,167285.70,0.00,2.08,77844.74,251915.70,0.00,0.00,227256.90,212.96,0.00,0.00,24442.87,251912.80,2.90,0.00,0.00,1581.68,0.00,0.00,0.00,0.00,76263.06,0.00,726.40,0.00,0.00,0.00,0.00,23716.47
7.90,9.00,9.00,1.00,5811.50,0.00,0.00,167777.30,0.00,2.08,78286.39,251877.30,0.00,0.00,227256.90,209.96,0.00,0.00,24402.55,251869.40,7.85,0.00,0.00,1574.47,0.00,0.00,0.00,0.00,76711.92,0.00,731.01,0.00,0.00,0.00,0.00,23671.55
8.00,9.00,10.00,1.00,5005.38,0.00,0.00,168190.20,0.00,2.08,78654.29,251851.90,0.13,0.00,227256.90,207.44,0.00,0.00,24373.55,251838.10,13.85,0.01,0.00,1568.36,0.00,0.00,0.00,0.00,77085.93,0.00,734.99,0.00,0.00,0.00,0.00,23638.56
8.10,10.00,1.00,1.00,500.88,0.00,0.00,167730.00,0.00,2.08,77754.33,245987.30,2835.00,0.00,218344.90,208.55,0.00,0.00,24581.49,245969.90,17.30,0.01,0.00,1424.22,0.00,0.00,0.00,0.00,76330.11,0.00,790.54,0.00,0.00,0.00,0.00,23790.95
8.20,10.00,2.00,1.00,172.25,0.00,0.00,167580.40,0.00,2.08,77588.89,245343.60,2133.63,0.00,218344.90,208.91,0.00,0.00,24642.32,245329.80,13.83,0.01,0.00,1413.03,0.00,0.00,0.00,0.00,76175.86,0.00,801.52,0.00,0.00,0.00,0.00,23840.79
8.30,10.00,3.00,1.00,41.00,0.00,0.00,167433.50,0.00,2.08,77458.89,244935.50,1686.25,0.00,218344.90,209.47,0.00,0.00,24681.35,244922.00,13.48,0.01,0.00,1409.46,0.00,0.00,0.00,0.00,76049.44,0.00,805.66,0.00,0.00,0.00,0.00,23875.69
8.40,10.00,4.00,1.00,3.50,0.00,0.00,167302.90,0.00,2.08,77358.41,244666.90,1389.13,0.00,218344.90,210.11,0.00,0.00,24703.96,244648.10,18.78,0.01,0.00,1408.94,0.00,0.00,0.00,0.00,75949.46,0.00,806.96,0.00,0.00,0.00,0.00,23897.00
8.50,10.00,5.00,1.00,0.25,0.00,0.00,167190.90,0.00,2.08,77282.59,244475.80,1189.00,0.00,218344.90,210.72,0.00,0.00,24715.89,244460.50,15.27,0.01,0.00,1409.48,0.00,0.00,0.00,0.00,75873.11,0.00,807.01,0.00,0.00,0.00,0.00,23908.87
8.60,10.00,6.00,1.00,0.38,0.00,0.00,167096.50,0.00,2.08,77224.28,244323.20,1030.13,0.00,218344.90,211.29,0.00,0.00,24720.80,244307.10,16.12,0.01,0.00,1410.32,0.00,0.00,0.00,0.00,75813.97,0.00,806.95,0.00,0.00,0.00,0.00,23913.85
8.70,10.00,7.00,1.00,0.50,0.00,0.00,167017.00,0.00,2.08,77181.77,244201.40,910.13,0.00,218344.90,211.77,0.00,0.00,24719.99,244186.80,14.56,0.01,0.00,1411.34,0.00,0.00,0.00,0.00,75770.43,0.00,806.45,0.00,0.00,0.00,0.00,23913.54
8.80,10.00,8.00,1.00,0.50,0.00,0.00,166949.70,0.00,2.08,77151.54,244103.90,815.50,0.00,218344.90,212.17,0.00,0.00,24716.28,244088.90,15.00,0.01,0.00,1412.22,0.00,0.00,0.00,0.00,75739.32,0.00,805.91,0.00,0.00,0.00,0.00,23910.37
